gene	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
HUWE1	CD44	12	167	-0.4388	-0.1488	-0.29	0.23363872123499962	0.9962269014109203	False
SETBP1	CD44	5	174	-1.0118	-0.1761	-0.8357	0.07131539902302376	0.9962269014109203	False
BSN	CD44	12	167	0.7824	-0.2	0.9824	0.3397999439795457	0.9962269014109203	False
BSN	CHI3L1	12	167	1.9697	0.1356	1.8341	0.20966650856042246	0.9962269014109203	False
ATP7B	CD44	7	172	-0.8116	-0.1803	-0.6313	0.16178192826803853	0.9962269014109203	False
ATP7B	CHI3L1	7	172	-0.9349	0.166	-1.1008	0.18574582888024327	0.9962269014109203	False
ADCY6	CD44	5	174	-0.45	-0.1761	-0.2739	0.33956320934050116	0.9962269014109203	False
FOXJ3	CHI3L1	6	173	-0.6915	0.1726	-0.8641	0.20092676979393406	0.9962269014109203	False
OSBP	CD44	5	174	-0.8866	-0.1606	-0.726	0.06839823063176105	0.9962269014109203	False
SLC6A3	CD44	6	173	0.2124	-0.2227	0.4351	0.3269431206197047	0.9962269014109203	False
SCN9A	CD44	8	171	-1.3143	-0.1488	-1.1655	0.022788595930305734	0.9962269014109203	False
SCN9A	CHI3L1	8	171	-1.0168	0.1726	-1.1894	0.17334543535784463	0.9962269014109203	False
VARS2	CD44	8	171	-0.9117	-0.1488	-0.7629	0.08279026609173647	0.9962269014109203	False
PHTF1	CD44	5	174	-0.5687	-0.1803	-0.3884	0.19703083127320498	0.9962269014109203	False
PHTF1	CHI3L1	5	174	-1.2127	0.157	-1.3697	0.3053999160174202	0.9962269014109203	False
OTOF	CHI3L1	11	168	-0.2085	0.157	-0.3655	0.37243147834016654	0.9962269014109203	False
LILRA6	CHI3L1	6	173	1.6891	0.1356	1.5534	0.3636764174473095	0.9962269014109203	False
WRAP53	CD44	6	173	-1.9624	-0.1798	-1.7826	0.2780868176188535	0.9962269014109203	False
FBXO42	CD44	5	174	1.756	-0.1904	1.9464	0.3222038586418237	0.9962269014109203	False
BCAN	CHI3L1	5	174	1.8132	0.1231	1.69	0.09817801380493882	0.9962269014109203	False
IRS1	CD44	7	172	2.4694	-0.2113	2.6807	0.1758767770071155	0.9962269014109203	False
IRS1	CHI3L1	7	172	2.5314	0.1231	2.4083	0.34271837884541323	0.9962269014109203	False
TRANK1	CD44	9	170	-0.5793	-0.1606	-0.4186	0.252097056697835	0.9962269014109203	False
TAF1L	CHI3L1	6	173	-0.8718	0.1726	-1.0444	0.12105161350818974	0.9962269014109203	False
ARHGAP23	CD44	7	172	-0.45	-0.1606	-0.2894	0.25631483049132125	0.9962269014109203	False
GABBR2	CD44	8	171	0.7675	-0.2227	0.9902	0.17786942639941034	0.9962269014109203	False
GABBR2	CHI3L1	8	171	1.1853	0.1356	1.0497	0.26800355668608955	0.9962269014109203	False
WDR87	CHI3L1	12	167	1.1494	0.1356	1.0138	0.3516003306168791	0.9962269014109203	False
PLD2	CD44	7	172	-0.8116	-0.1606	-0.651	0.11526132046170592	0.9962269014109203	False
DOK7	CHI3L1	6	173	1.4803	0.1356	1.3447	0.31910232672398836	0.9962269014109203	False
PIWIL3	CHI3L1	8	171	1.2136	0.1356	1.078	0.40330557418334323	0.9962269014109203	False
ARAP2	CHI3L1	6	173	1.3632	0.1356	1.2275	0.3938685880113336	0.9962269014109203	False
UGT2A3	CD44	6	173	-2.3363	-0.1724	-2.1639	0.07693401160970484	0.9962269014109203	False
ATP2A3	CD44	6	173	1.0568	-0.1808	1.2377	0.3679033645239788	0.9962269014109203	False
CELSR2	CD44	10	169	-0.3795	-0.1798	-0.1997	0.3878064810813916	0.9962269014109203	False
MYO9B	CHI3L1	9	170	1.1736	0.1231	1.0505	0.2924065878656653	0.9962269014109203	False
BCAS3	CHI3L1	5	174	-0.679	0.166	-0.845	0.3620392383049989	0.9962269014109203	False
RINT1	CD44	6	173	0.4144	-0.2	0.6144	0.41628736374475256	0.9962269014109203	False
RINT1	CHI3L1	6	173	2.8818	0.1356	2.7462	0.10229320171845911	0.9962269014109203	False
HEG1	CHI3L1	6	173	1.5852	0.1356	1.4495	0.1659937616835278	0.9962269014109203	False
HELZ2	CHI3L1	14	165	1.7289	0.1356	1.5933	0.3138008601890664	0.9962269014109203	False
COL1A2	CHI3L1	13	166	1.5527	0.0463	1.5063	0.021863648684398593	0.9962269014109203	False
MLK4	CHI3L1	7	172	-0.7039	0.166	-0.8699	0.3133283615246346	0.9962269014109203	False
GPC2	CD44	5	174	-1.4324	-0.1761	-1.2563	0.2696272734499027	0.9962269014109203	False
CCNB3	CD44	5	174	2.4225	-0.2113	2.6338	0.10997860531963641	0.9962269014109203	False
CCNB3	CHI3L1	5	174	2.6294	0.1452	2.4843	0.19703083127320498	0.9962269014109203	False
SLC26A3	CHI3L1	6	173	2.0187	0.1107	1.908	0.11137853774023543	0.9962269014109203	False
RERE	CHI3L1	6	173	1.4803	0.1107	1.3697	0.10054490981107192	0.9962269014109203	False
CLUH	CHI3L1	7	172	-0.679	0.157	-0.8361	0.20664223033751702	0.9962269014109203	False
SLC12A8	CD44	6	173	-0.6212	-0.1724	-0.4487	0.2606242681124236	0.9962269014109203	False
SLC12A8	CHI3L1	6	173	1.1615	0.1547	1.0068	0.34705866381536976	0.9962269014109203	False
GCC1	CD44	6	173	1.819	-0.2	2.0189	0.05449800043662434	0.9962269014109203	False
GCC1	CHI3L1	6	173	2.1105	0.1356	1.9748	0.2816678428813513	0.9962269014109203	False
FLNC	CHI3L1	16	163	1.8128	0.0723	1.7405	0.07554233817249277	0.9962269014109203	False
LIG4	CD44	6	173	1.4464	-0.2	1.6464	0.11517614285295821	0.9962269014109203	False
MGA	CD44	12	167	-0.5603	-0.1488	-0.4115	0.28988228265054317	0.9962269014109203	False
MGA	CHI3L1	12	167	-0.6586	0.1594	-0.818	0.39491305866876325	0.9962269014109203	False
RADIL	CHI3L1	7	172	2.6294	0.0915	2.538	0.006475816487825349	0.9962269014109203	False
C1orf173	CHI3L1	14	165	1.6502	0.0723	1.5779	0.04147677231963163	0.9962269014109203	False
DNAH8	CD44	14	165	-0.48	-0.1488	-0.3312	0.1291068801422435	0.9962269014109203	False
CNTRL	CD44	7	172	-0.45	-0.1761	-0.2739	0.42325254060941475	0.9962269014109203	False
FNDC3B	CD44	5	174	-0.45	-0.1761	-0.2739	0.25097001316747714	0.9962269014109203	False
FNDC3B	CHI3L1	5	174	1.408	0.1452	1.2628	0.31795073689801917	0.9962269014109203	False
RPGRIP1L	CHI3L1	6	173	1.1616	0.1356	1.0259	0.42085517962799024	0.9962269014109203	False
EPHA5	CD44	8	171	-0.6308	-0.1724	-0.4584	0.305977932716829	0.9962269014109203	False
EPHA5	CHI3L1	8	171	1.4356	0.1356	1.3	0.2042642021700854	0.9962269014109203	False
SV2B	CD44	8	171	-0.6356	-0.1488	-0.4868	0.3026886182208733	0.9962269014109203	False
SV2B	CHI3L1	8	171	-0.8531	0.1594	-1.0124	0.3727700983128544	0.9962269014109203	False
SIPA1L3	CD44	7	172	-0.5793	-0.1606	-0.4186	0.06028451604838883	0.9962269014109203	False
MROH2A	CD44	14	165	-0.8491	-0.1488	-0.7003	0.21962083089215978	0.9962269014109203	False
CCDC180	CD44	8	171	-0.6683	-0.1724	-0.4959	0.2710434435660915	0.9962269014109203	False
ATP2A3	CHI3L1	6	173	1.9015	0.1107	1.7909	0.035958911984536955	0.9962269014109203	False
CRB2	CHI3L1	6	173	2.6281	0.1356	2.4925	0.2816678428813513	0.9962269014109203	False
GLI2	CHI3L1	5	174	2.0729	0.1231	1.9498	0.22629914447945396	0.9962269014109203	False
FLNB	CHI3L1	11	168	1.408	0.1231	1.2848	0.20611678234732023	0.9962269014109203	False
ZNF217	CD44	5	174	-0.5687	-0.1761	-0.3926	0.33517143799739624	0.9962269014109203	False
SOX6	CD44	5	174	-0.8116	-0.1643	-0.6473	0.083940393784648	0.9962269014109203	False
TNC	CD44	12	167	1.6466	-0.2227	1.8693	0.024669831523275183	0.9962269014109203	False
ESR1	CHI3L1	6	173	0.9563	0.1356	0.8207	0.27101334059135096	0.9962269014109203	False
ANPEP	CHI3L1	5	174	1.5527	0.1452	1.4075	0.3997755716088698	0.9962269014109203	False
XIRP1	CHI3L1	7	172	1.408	0.1452	1.2628	0.34271837884541323	0.9962269014109203	False
LAMA3	CD44	14	165	0.059	-0.1808	0.2399	0.35969201748734103	0.9962269014109203	False
LAMA3	CHI3L1	14	165	1.1748	0.1107	1.0641	0.10880496409214532	0.9962269014109203	False
SHROOM3	CD44	5	174	-0.45	-0.1606	-0.2894	0.18194038087955616	0.9962269014109203	False
SHROOM3	CHI3L1	5	174	1.408	0.1452	1.2628	0.3529456528583059	0.9962269014109203	False
RPGRIP1L	CD44	6	173	0.8799	-0.1808	1.0607	0.31522607478136194	0.9962269014109203	False
EPHA6	CHI3L1	8	171	-0.6543	0.1594	-0.8137	0.3331087088171134	0.9962269014109203	False
BCLAF1	CD44	5	174	-2.0603	-0.1761	-1.8841	0.07586774342295241	0.9962269014109203	False
FHOD3	CHI3L1	5	174	-0.7039	0.157	-0.8609	0.35747528346745955	0.9962269014109203	False
MTFMT	CHI3L1	5	174	2.5314	0.1231	2.4083	0.23317635223981353	0.9962269014109203	False
SMCR8	CD44	6	173	-0.6308	-0.1724	-0.4584	0.2962872916294637	0.9962269014109203	False
SMCR8	CHI3L1	6	173	1.2908	0.1356	1.1552	0.38946958003050336	0.9962269014109203	False
DLK1	CD44	6	173	-0.9885	-0.1798	-0.8087	0.3037742582644416	0.9962269014109203	False
PTCH2	CHI3L1	9	170	1.408	0.1231	1.2848	0.1968797844032515	0.9962269014109203	False
CCDC88C	CHI3L1	9	170	-0.2085	0.166	-0.3744	0.36059272998778513	0.9962269014109203	False
CLCN3	CD44	6	173	-1.2068	-0.1724	-1.0344	0.027523174484593918	0.9962269014109203	False
CLCN3	CHI3L1	6	173	-1.0491	0.1594	-1.2084	0.23421193259827444	0.9962269014109203	False
C19orf44	CHI3L1	5	174	-1.1446	0.166	-1.3105	0.08227631810764156	0.9962269014109203	False
ERN1	CHI3L1	5	174	-3.0977	0.166	-3.2637	0.083940393784648	0.9962269014109203	False
FMNL3	CD44	8	171	-0.6308	-0.1724	-0.4584	0.31598201925839114	0.9962269014109203	False
ESR1	CD44	6	173	-1.6506	-0.1798	-1.4708	0.22170537133266346	0.9962269014109203	False
DLK1	CHI3L1	6	173	-0.4562	0.1726	-0.6288	0.31522607478136194	0.9962269014109203	False
ITIH1	CD44	5	174	-1.97	-0.1761	-1.7938	0.06839823063176105	0.9962269014109203	False
ITIH1	CHI3L1	5	174	1.4486	0.1452	1.3034	0.3439895536182597	0.9962269014109203	False
IQGAP1	CD44	6	173	-1.2808	-0.1798	-1.101	0.3269431206197047	0.9962269014109203	False
IQGAP1	CHI3L1	6	173	-1.0922	0.1594	-1.2515	0.158588916476539	0.9962269014109203	False
EHD2	CD44	6	173	-1.708	-0.1724	-1.5356	0.06749295148927022	0.9962269014109203	False
PTPRU	CHI3L1	5	174	2.6294	0.1452	2.4843	0.28915281843683893	0.9962269014109203	False
RAB11FIP3	CD44	5	174	-1.0118	-0.1766	-0.8352	0.3012859177965267	0.9962269014109203	False
CCDC108	CD44	10	169	-1.3637	-0.1488	-1.2149	0.020642844345141662	0.9962269014109203	False
SOGA2	CD44	8	171	0.2756	-0.1808	0.4564	0.2305327311792096	0.9962269014109203	False
DOCK8	CD44	10	169	-0.9492	-0.1724	-0.7768	0.12309245449377157	0.9962269014109203	False
DOCK8	CHI3L1	10	169	1.1391	0.1356	1.0035	0.3287397200262512	0.9962269014109203	False
LRRK2	CD44	11	168	0.8239	-0.2018	1.0257	0.15029314039092978	0.9962269014109203	False
LRRK2	CHI3L1	11	168	1.408	0.1231	1.2848	0.11213874207600708	0.9962269014109203	False
SHROOM2	CD44	9	170	2.4694	-0.2248	2.6942	0.00975810980773937	0.9962269014109203	False
SV2A	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.083940393784648	0.9962269014109203	False
WDFY3	CD44	13	166	-0.45	-0.1606	-0.2894	0.36055277999451907	0.9962269014109203	False
ZNF496	CD44	6	173	-0.6866	-0.1724	-0.5141	0.13561781915174786	0.9962269014109203	False
HYDIN	CHI3L1	14	165	-0.774	0.1726	-0.9466	0.20969747093757762	0.9962269014109203	False
ARAP1	CD44	8	171	-1.9624	-0.1724	-1.79	0.08942491148083871	0.9962269014109203	False
EPM2AIP1	CHI3L1	6	173	1.703	0.1356	1.5674	0.33090760220673304	0.9962269014109203	False
RPRD2	CD44	7	172	1.5153	-0.1904	1.7057	0.3619140605334391	0.9962269014109203	False
TYSND1	CHI3L1	5	174	1.5527	0.1231	1.4296	0.13664903647806617	0.9962269014109203	False
ATP8B3	CD44	9	170	-0.9665	-0.1488	-0.8178	0.06314389882121661	0.9962269014109203	False
AC104809.3	CD44	7	172	-0.309	-0.1803	-0.1287	0.398049704985716	0.9962269014109203	False
HSD17B12	CD44	5	174	0.6488	-0.1904	0.8392	0.4144813038033697	0.9962269014109203	False
ROCK2	CHI3L1	6	173	1.3938	0.1356	1.2582	0.2538453605515898	0.9962269014109203	False
CAMTA2	CD44	6	173	1.2157	-0.2	1.4157	0.34705866381536976	0.9962269014109203	False
DOCK6	CHI3L1	7	172	-0.679	0.166	-0.845	0.25631483049132125	0.9962269014109203	False
IGF2R	CD44	7	172	-0.8866	-0.1606	-0.726	0.20664223033751702	0.9962269014109203	False
CCAR2	CD44	6	173	0.6213	-0.1808	0.8022	0.2247885694057986	0.9962269014109203	False
SCAF1	CHI3L1	5	174	3.7524	0.1231	3.6293	0.03143980217461299	0.9962269014109203	False
NDRG1	CD44	5	174	-1.97	-0.1761	-1.7938	0.07743314765153651	0.9962269014109203	False
NDRG1	CHI3L1	5	174	1.5527	0.1231	1.4296	0.20329929313671713	0.9962269014109203	False
ST5	CHI3L1	5	174	1.8469	0.1452	1.7018	0.2696272734499027	0.9962269014109203	False
VRTN	CHI3L1	7	172	-1.0398	0.166	-1.2057	0.3062365808215547	0.9962269014109203	False
AOC2	CD44	7	172	-0.45	-0.1606	-0.2894	0.16872399743499755	0.9962269014109203	False
AOC2	CHI3L1	7	172	2.6267	0.1231	2.5036	0.0795728875424154	0.9962269014109203	False
TLR9	CHI3L1	6	173	2.6281	0.0723	2.5558	0.005356214228674551	0.9962269014109203	False
TRO	CHI3L1	11	168	-0.6445	0.166	-0.8105	0.3380643543603977	0.9962269014109203	False
IL18RAP	CHI3L1	7	172	2.6294	0.1231	2.5063	0.09085517757521189	0.9962269014109203	False
SUSD5	CHI3L1	5	174	2.9618	0.0915	2.8703	0.00341807110520492	0.9962269014109203	False
PIWIL1	CD44	6	173	1.468	-0.2227	1.6907	0.07693401160970484	0.9962269014109203	False
PIWIL1	CHI3L1	6	173	2.1892	0.1356	2.0536	0.2606242681124236	0.9962269014109203	False
ZNF592	CD44	6	173	-1.5255	-0.1724	-1.3531	0.14223720270070214	0.9962269014109203	False
ZNF592	CHI3L1	6	173	1.2105	0.1547	1.0558	0.3636764174473095	0.9962269014109203	False
WDR90	CD44	11	168	-0.2727	-0.1803	-0.0923	0.29459687521182043	0.9962269014109203	False
ATXN2L	CD44	7	172	0.916	-0.1904	1.1064	0.19599930971423019	0.9962269014109203	False
ATXN2L	CHI3L1	7	172	1.1736	0.1452	1.0285	0.2923606119939147	0.9962269014109203	False
AIM2	CD44	6	173	0.6451	-0.2	0.8451	0.38075708796057056	0.9962269014109203	False
CIT	CHI3L1	7	172	-0.679	0.166	-0.845	0.3278191049938769	0.9962269014109203	False
CLCN6	CD44	5	174	-0.3462	-0.1803	-0.1659	0.33081424649745245	0.9962269014109203	False
CLCN6	CHI3L1	5	174	2.0729	0.1231	1.9498	0.28915281843683893	0.9962269014109203	False
JMJD1C	CD44	8	171	-1.0119	-0.1724	-0.8395	0.1400926812574488	0.9962269014109203	False
ATF6B	CD44	5	174	-0.9665	-0.1761	-0.7904	0.1878775756660151	0.9962269014109203	False
ATF6B	CHI3L1	5	174	2.432	0.1452	2.2868	0.35747528346745955	0.9962269014109203	False
SREBF2	CHI3L1	7	172	1.408	0.1231	1.2848	0.2788948257256288	0.9962269014109203	False
AKNA	CD44	8	171	-1.1391	-0.1724	-0.9666	0.14593786194556668	0.9962269014109203	False
AKNA	CHI3L1	8	171	-0.4242	0.1594	-0.5836	0.41909788923573504	0.9962269014109203	False
NCKAP1L	CHI3L1	9	170	-1.0398	0.1972	-1.2369	0.08551313766249538	0.9962269014109203	False
HEATR5A	CHI3L1	8	171	1.2908	0.1356	1.1552	0.3026886182208733	0.9962269014109203	False
CD93	CD44	8	171	-0.8491	-0.1724	-0.6767	0.3193620689991999	0.9962269014109203	False
ABCA5	CD44	9	170	-0.8866	-0.1434	-0.7432	0.054331182463459256	0.9962269014109203	False
ABCA5	CHI3L1	9	170	-0.679	0.1972	-0.8762	0.27174025026180726	0.9962269014109203	False
TECTA	CD44	10	169	-0.2908	-0.1724	-0.1184	0.437942822899974	0.9962269014109203	False
LRRC8E	CHI3L1	6	173	-2.6307	0.1726	-2.8033	0.055591278934043524	0.9962269014109203	False
MIS18BP1	CHI3L1	8	171	-1.3816	0.1594	-1.541	0.37650979168082455	0.9962269014109203	False
DOCK4	CD44	11	168	1.5522	-0.2113	1.7635	0.07203896224911946	0.9962269014109203	False
DOCK4	CHI3L1	11	168	1.1736	0.1452	1.0285	0.4088838874302678	0.9962269014109203	False
IDE	CHI3L1	5	174	-2.9756	0.166	-3.1415	0.05638531581267682	0.9962269014109203	False
CDC42BPA	CD44	6	173	-1.21	-0.1724	-1.0376	0.14000519654118362	0.9962269014109203	False
IL18RAP	CD44	7	172	1.1781	-0.2113	1.3894	0.38578012269852774	0.9962269014109203	False
CSF2RB	CHI3L1	10	169	1.4803	0.1356	1.3447	0.38094108058420684	0.9962269014109203	False
SORCS1	CD44	5	174	1.5153	-0.1904	1.7057	0.2734628049344375	0.9962269014109203	False
CCDC129	CD44	10	169	-0.7329	-0.1488	-0.5841	0.12773865170115264	0.9962269014109203	False
CCDC129	CHI3L1	10	169	1.9403	0.1356	1.8047	0.13910959253733216	0.9962269014109203	False
LTBP1	CD44	8	171	-0.5093	-0.1488	-0.3605	0.18954722859675682	0.9962269014109203	False
LTBP1	CHI3L1	8	171	-0.6915	0.1594	-0.8508	0.2834293701461962	0.9962269014109203	False
NCKAP1L	CD44	9	170	-0.8866	-0.1488	-0.7378	0.06129258745777951	0.9962269014109203	False
ZNF268	CHI3L1	6	173	-2.0151	0.1594	-2.1744	0.2816678428813513	0.9962269014109203	False
IL10RA	CHI3L1	5	174	1.5527	0.0915	1.4612	0.04714156152137106	0.9962269014109203	False
BRINP3	CD44	7	172	0.8239	-0.2113	1.0353	0.22911400223428607	0.9962269014109203	False
BRINP3	CHI3L1	7	172	1.6176	0.1231	1.4945	0.09385841732071971	0.9962269014109203	False
UNC13D	CD44	6	173	-2.4364	-0.1724	-2.264	0.05236203153546213	0.9962269014109203	False
BBX	CD44	7	172	0.135	-0.1904	0.3254	0.36976913055532984	0.9962269014109203	False
BBX	CHI3L1	7	172	1.408	0.1231	1.2848	0.22911400223428607	0.9962269014109203	False
C10orf71	CHI3L1	12	167	0.2024	0.1547	0.0477	0.43449173487941994	0.9962269014109203	False
EWSR1	CD44	6	173	1.0984	-0.1808	1.2792	0.158588916476539	0.9962269014109203	False
HIVEP3	CHI3L1	7	172	-0.7408	0.166	-0.9068	0.3278191049938769	0.9962269014109203	False
OPLAH	CHI3L1	7	172	1.6139	0.1231	1.4908	0.12629171764612587	0.9962269014109203	False
FBXO18	CHI3L1	7	172	2.6294	0.1231	2.5063	0.08648903314589831	0.9962269014109203	False
FAM26E	CD44	5	174	-0.45	-0.1761	-0.2739	0.38063646503943604	0.9962269014109203	False
FAM26E	CHI3L1	5	174	1.1736	0.1231	1.0505	0.2001483712509759	0.9962269014109203	False
ANO2	CD44	8	171	0.4736	-0.2227	0.6963	0.2278067745889735	0.9962269014109203	False
ANO2	CHI3L1	8	171	1.6891	0.1356	1.5534	0.3026886182208733	0.9962269014109203	False
ALS2CR11	CD44	8	171	-0.3006	-0.1798	-0.1207	0.34011764260766786	0.9962269014109203	False
SPEN	CHI3L1	13	166	1.408	0.1231	1.2848	0.33209954385041596	0.9962269014109203	False
PROKR2	CD44	5	174	-0.7508	-0.1803	-0.5704	0.19703083127320498	0.9962269014109203	False
PROKR2	CHI3L1	5	174	-0.992	0.166	-1.158	0.20970175931912416	0.9962269014109203	False
KIF21A	CHI3L1	10	169	2.0421	0.0723	1.9698	0.03564899823849711	0.9962269014109203	False
CSF2RB	CD44	10	169	0.7226	-0.2227	0.9453	0.13910959253733216	0.9962269014109203	False
DENND3	CD44	10	169	-1.5255	-0.1488	-1.3767	0.014431108428690513	0.9962269014109203	False
PEX6	CD44	5	174	-1.5738	-0.1761	-1.3976	0.21955840323004236	0.9962269014109203	False
ZSWIM6	CD44	6	173	-0.7309	-0.1798	-0.5511	0.15617407585754717	0.9962269014109203	False
NF1	CHI3L1	36	143	-0.5155	0.4402	-0.9557	0.04407006668270015	0.9962269014109203	False
MPHOSPH9	CD44	5	174	-0.7508	-0.1761	-0.5746	0.3529456528583059	0.9962269014109203	False
SPTBN1	CHI3L1	11	168	-0.679	0.166	-0.845	0.24030618576508123	0.9962269014109203	False
FAT4	CHI3L1	10	169	-0.6526	0.2217	-0.8744	0.1459485274076391	0.9962269014109203	False
PNISR	CD44	5	174	2.0688	-0.1904	2.2592	0.1250248840983886	0.9962269014109203	False
PNISR	CHI3L1	5	174	0.8745	0.1452	0.7294	0.39494034455462407	0.9962269014109203	False
FCGBP	CHI3L1	7	172	1.5169	0.1231	1.3938	0.21767912023087035	0.9962269014109203	False
EPHB4	CHI3L1	7	172	0.8745	0.1452	0.7294	0.373734356891303	0.9962269014109203	False
DLL3	CHI3L1	6	173	2.0911	0.1107	1.9804	0.048287671281011094	0.9962269014109203	False
ZNF541	CHI3L1	5	174	2.6294	0.1452	2.4843	0.22972064358605268	0.9962269014109203	False
FBXO38	CD44	6	173	-2.5694	-0.1488	-2.4206	0.002629947908943854	0.9962269014109203	False
FBXO38	CHI3L1	6	173	1.9002	0.1356	1.7646	0.2186510070350013	0.9962269014109203	False
ADAMTS19	CD44	6	173	-0.5421	-0.1798	-0.3623	0.44410824820820954	0.9962269014109203	False
ZNF799	CD44	5	174	-1.1978	-0.1761	-1.0216	0.08734437844317422	0.9962269014109203	False
KIF2B	CD44	6	173	-0.6587	-0.1798	-0.4789	0.20092676979393406	0.9962269014109203	False
PRSS36	CHI3L1	7	172	1.408	0.1231	1.2848	0.2626385858840172	0.9962269014109203	False
DDX60L	CD44	6	173	-0.5978	-0.1798	-0.418	0.33090760220673304	0.9962269014109203	False
DDX60L	CHI3L1	6	173	-0.8151	0.1726	-0.9877	0.2606242681124236	0.9962269014109203	False
ADAMTSL3	CHI3L1	11	168	1.408	0.1231	1.2848	0.10551520487175801	0.9962269014109203	False
SALL1	CD44	6	173	-0.8491	-0.1724	-0.6767	0.23421193259827444	0.9962269014109203	False
SALL1	CHI3L1	6	173	1.8525	0.1356	1.7169	0.2675208584289135	0.9962269014109203	False
OTOGL	CD44	8	171	1.0097	-0.1808	1.1905	0.27410595234172014	0.9962269014109203	False
OTUD4	CD44	5	174	-0.8116	-0.1761	-0.6355	0.28915281843683893	0.9962269014109203	False
EDNRB	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.37126973102541483	0.9962269014109203	False
KIF13A	CD44	5	174	-0.8116	-0.1761	-0.6355	0.42445056467583714	0.9962269014109203	False
PDZRN4	CD44	6	173	-1.1395	-0.1798	-0.9596	0.37644377372546145	0.9962269014109203	False
SLC4A11	CD44	5	174	-0.45	-0.1761	-0.2739	0.40464420958681707	0.9962269014109203	False
SPEF2	CD44	7	172	0.916	-0.2113	1.1274	0.11885472835393417	0.9962269014109203	False
NCBP1	CHI3L1	6	173	1.8525	0.1356	1.7169	0.20380954244184782	0.9962269014109203	False
BCL6B	CHI3L1	6	173	1.2105	0.1547	1.0558	0.3982959584168496	0.9962269014109203	False
JMY	CD44	5	174	-1.9636	-0.1761	-1.7875	0.07432645403045297	0.9962269014109203	False
PLXNA4	CHI3L1	5	174	1.1736	0.1231	1.0505	0.21955840323004236	0.9962269014109203	False
ACACA	CD44	11	168	-0.309	-0.1643	-0.1447	0.37243147834016654	0.9962269014109203	False
ACACA	CHI3L1	11	168	1.1736	0.1231	1.0505	0.20611678234732023	0.9962269014109203	False
GPT	CHI3L1	5	174	1.408	0.1452	1.2628	0.3439895536182597	0.9962269014109203	False
NLRC4	CHI3L1	6	173	0.5997	0.1547	0.4451	0.41628736374475256	0.9962269014109203	False
ELAC2	CD44	6	173	-0.4445	-0.1724	-0.272	0.31137931201716296	0.9962269014109203	False
ELAC2	CHI3L1	6	173	1.0265	0.1547	0.8718	0.35530941788122045	0.9962269014109203	False
ZSWIM6	CHI3L1	6	173	1.5244	0.1356	1.3888	0.2889184820549116	0.9962269014109203	False
ITPR1	CD44	7	172	-1.97	-0.1761	-1.7938	0.06247105731435827	0.9962269014109203	False
FOXN1	CHI3L1	5	174	1.408	0.0915	1.3165	0.04006616802625863	0.9962269014109203	False
TTC28	CHI3L1	10	169	1.4803	0.0723	1.4081	0.0634593258747306	0.9962269014109203	False
FZD1	CD44	5	174	-1.4324	-0.1761	-1.2563	0.23317635223981353	0.9962269014109203	False
COL6A5	CHI3L1	11	168	1.408	0.0915	1.3165	0.039098683851198066	0.9962269014109203	False
ACAD11	CHI3L1	5	174	2.5314	0.1452	2.3863	0.4294844113191032	0.9962269014109203	False
LRRC69	CD44	5	174	-1.0118	-0.1761	-0.8357	0.15949003774573586	0.9962269014109203	False
LRRC69	CHI3L1	5	174	-0.7408	0.157	-0.8978	0.35747528346745955	0.9962269014109203	False
C14orf80	CD44	7	172	-0.309	-0.1761	-0.1329	0.35415983736620593	0.9962269014109203	False
RICTOR	CD44	6	173	-0.5978	-0.1724	-0.4254	0.19807233341366753	0.9962269014109203	False
ABCA13	CD44	23	156	0.129	-0.2248	0.3538	0.252441589803328	0.9962269014109203	False
ZBTB20	CHI3L1	6	173	0.6558	0.1356	0.5201	0.3636764174473095	0.9962269014109203	False
USP30	CD44	7	172	-0.45	-0.1606	-0.2894	0.15284910393498505	0.9962269014109203	False
IKBKE	CD44	9	170	1.3596	-0.2248	1.5844	0.04656928696436748	0.9962269014109203	False
