gene	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
IGSF9B	CD44	6	173	0.0062	-0.1808	0.187	0.9532756837413305	1.0	False
PON3	CD44	5	174	-0.8116	-0.1803	-0.6313	0.8552178954992359	1.0	False
ANKRD50	CHI3L1	8	171	0.6542	0.1547	0.4995	0.6934530634856098	1.0	False
SOGA3	CHI3L1	7	172	0.8745	0.1452	0.7294	0.8698685742851026	1.0	False
SOX9	CD44	5	174	-0.9665	-0.1803	-0.7862	0.9966156797170627	1.0	False
TMEM132B	CD44	6	173	-0.3027	-0.1798	-0.1229	0.7574691524767946	1.0	False
FAT3	CHI3L1	15	164	-0.2085	0.157	-0.3655	0.997923191788196	1.0	False
SLC38A10	CHI3L1	6	173	0.2473	0.1547	0.0926	0.9657268340127513	1.0	False
FRAS1	CHI3L1	17	162	-0.4918	0.157	-0.6488	0.7323917209685287	1.0	False
FRAS1	CD44	17	162	-0.309	-0.1488	-0.1602	0.7435275876876007	1.0	False
SEMA6A	CHI3L1	5	174	1.1736	0.1452	1.0285	0.808821944315689	1.0	False
ARAP2	CD44	6	173	0.0366	-0.1808	0.2174	0.8359384580856594	1.0	False
KCNG1	CHI3L1	6	173	1.2288	0.1547	1.0741	0.7044585530258753	1.0	False
KCNG1	CD44	6	173	-0.1927	-0.1808	-0.0119	0.7455849982288756	1.0	False
DOK7	CD44	6	173	0.2756	-0.1808	0.4564	0.775397504428993	1.0	False
FAM193B	CHI3L1	5	174	0.8745	0.1452	0.7294	0.7630422748289097	1.0	False
FAM135A	CHI3L1	6	173	0.333	0.1547	0.1783	0.9657268340127513	1.0	False
FAM135A	CD44	6	173	0.1622	-0.1808	0.343	0.7044585530258753	1.0	False
DHX9	CD44	8	171	-0.5603	-0.1798	-0.3805	0.6934530634856098	1.0	False
PRRC2C	CD44	12	167	-0.2908	-0.1798	-0.111	0.7796806050921723	1.0	False
ELK1	CD44	5	174	-0.4389	-0.1761	-0.2628	0.9020830476377649	1.0	False
KRTAP1-1	CHI3L1	6	173	0.4274	0.1547	0.2728	0.9470540258246308	1.0	False
KRTAP1-1	CD44	6	173	0.0471	-0.1808	0.228	0.9470540258246308	1.0	False
ZNF845	CHI3L1	5	174	-0.0199	0.157	-0.1769	0.808821944315689	1.0	False
ZNF845	CD44	5	174	-0.2965	-0.1803	-0.1161	0.9966156797170627	1.0	False
FBLN1	CHI3L1	8	171	0.5997	0.1547	0.4451	0.8613369063376878	1.0	False
ZNF862	CHI3L1	10	169	-0.3744	0.1594	-0.5338	0.7415971796638943	1.0	False
VARS	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.8352828561081334	1.0	False
PLD2	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.7183354551949364	1.0	False
ADCY8	CHI3L1	10	169	0.5236	0.1356	0.3879	0.932428320255007	1.0	False
ADCY8	CD44	10	169	0.1177	-0.1808	0.2986	0.9274363562866212	1.0	False
TAF1L	CD44	6	173	-0.2994	-0.1808	-0.1186	0.8055289579315955	1.0	False
ABCA3	CHI3L1	6	173	0.333	0.1547	0.1783	0.8420500195978398	1.0	False
COL1A2	CD44	13	166	-0.2727	-0.1803	-0.0923	0.9401870662142583	1.0	False
TRANK1	CHI3L1	9	170	0.1107	0.157	-0.0464	0.7892075173823782	1.0	False
DSC3	CD44	8	171	-0.1363	-0.1808	0.0445	0.7604131986286472	1.0	False
BCAN	CD44	5	174	0.8239	-0.1904	1.0143	0.7180213335538898	1.0	False
FBXO42	CHI3L1	5	174	0.8745	0.1452	0.7294	0.7760508851918947	1.0	False
TICRR	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7630422748289097	1.0	False
GMIP	CD44	6	173	-0.1932	-0.1808	-0.0124	0.775397504428993	1.0	False
APBA2	CHI3L1	5	174	0.8745	0.1452	0.7294	0.7825774184960889	1.0	False
MAP3K12	CD44	9	170	-0.2727	-0.1803	-0.0923	0.9185064541715181	1.0	False
KSR2	CHI3L1	6	173	0.2007	0.1547	0.046	0.8727374595359013	1.0	False
KSR2	CD44	6	173	-0.512	-0.1798	-0.3321	0.7396642982424353	1.0	False
PDGFRA	CHI3L1	10	169	-0.024	0.1594	-0.1834	0.7846900120905967	1.0	False
PDGFRA	CD44	10	169	-0.2225	-0.1808	-0.0417	0.7654472730079664	1.0	False
KMT2D	CD44	15	164	-0.309	-0.1761	-0.1329	0.8411497773667014	1.0	False
CUL1	CD44	8	171	-0.3558	-0.1724	-0.1834	0.7344234599058369	1.0	False
MSH6	CHI3L1	11	168	-0.2085	0.157	-0.3655	0.7938828623305529	1.0	False
MSH6	CD44	11	168	-0.2727	-0.1803	-0.0923	0.6895869949740586	1.0	False
LILRB1	CHI3L1	6	173	-0.3034	0.1594	-0.4627	0.8298363128214805	1.0	False
LILRB1	CD44	6	173	-0.3851	-0.1798	-0.2052	0.8727374595359013	1.0	False
RIMS2	CHI3L1	6	173	0.1383	0.1547	-0.0164	0.854300114054646	1.0	False
TRAPPC9	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.8154155799526885	1.0	False
NBPF14	CHI3L1	5	174	0.6211	0.1452	0.4759	0.7565610171191018	1.0	False
ZNF681	CHI3L1	6	173	0.0557	0.1547	-0.099	0.9719556010218355	1.0	False
ZNF681	CD44	6	173	0.4865	-0.1808	0.6673	0.909801433644603	1.0	False
DIDO1	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.9738667972293165	1.0	False
BAHD1	CHI3L1	5	174	0.8745	0.1452	0.7294	0.7630422748289097	1.0	False
BAHD1	CD44	5	174	-0.45	-0.1803	-0.2697	0.8352677992409291	1.0	False
WRAP53	CHI3L1	6	173	0.333	0.1547	0.1783	0.9222018168681823	1.0	False
MAP3K19	CD44	9	170	0.3421	-0.1904	0.5325	0.8198530893113777	1.0	False
ADAMTS17	CHI3L1	8	171	0.333	0.1547	0.1783	0.882922878375328	1.0	False
ADAMTS17	CD44	8	171	0.187	-0.1808	0.3678	0.964492639184107	1.0	False
TEX15	CD44	12	167	0.3751	-0.2	0.5751	0.9608987578648142	1.0	False
GPC2	CHI3L1	5	174	-0.0617	0.157	-0.2188	0.7565610171191018	1.0	False
MLK4	CD44	7	172	-0.45	-0.1803	-0.2697	0.9159279804378728	1.0	False
HELZ2	CD44	14	165	-0.2345	-0.1808	-0.0536	0.9807132675440441	1.0	False
HEG1	CD44	6	173	0.3376	-0.2	0.5376	0.9159991714021933	1.0	False
PCNX	CD44	10	169	0.6714	-0.2	0.8714	0.8137990578966938	1.0	False
SLC7A14	CHI3L1	8	171	0.2282	0.1547	0.0735	0.8025325348689386	1.0	False
PHKA1	CD44	9	170	-0.45	-0.1803	-0.2697	1.0	1.0	False
MIA3	CHI3L1	6	173	0.4926	0.1547	0.3379	0.9346203061462957	1.0	False
AFF2	CHI3L1	13	166	-0.538	0.166	-0.704	0.6828901094937512	1.0	False
AFF2	CD44	13	166	-0.2965	-0.1761	-0.1203	0.8262246655182821	1.0	False
MAN2C1	CD44	7	172	-0.8116	-0.1803	-0.6313	0.9101526555035228	1.0	False
BAZ1B	CD44	7	172	-0.309	-0.1803	-0.1287	0.7402744334675323	1.0	False
RAPGEF1	CHI3L1	6	173	0.2473	0.1547	0.0926	0.8055289579315955	1.0	False
RAPGEF1	CD44	6	173	-0.3613	-0.1798	-0.1815	0.8665838401738778	1.0	False
CHD7	CHI3L1	15	164	0.0723	0.157	-0.0848	0.733119104805554	1.0	False
CHD7	CD44	15	164	-0.1381	-0.1904	0.0523	0.796648705916915	1.0	False
TCOF1	CHI3L1	8	171	0.0977	0.1547	-0.057	0.964492639184107	1.0	False
KLHL34	CD44	5	174	-0.309	-0.1803	-0.1287	0.9020830476377649	1.0	False
SLC17A2	CD44	5	174	-0.8116	-0.1803	-0.6313	0.9357620200464711	1.0	False
AR	CHI3L1	5	174	-0.6382	0.157	-0.7952	0.8286389343610686	1.0	False
AR	CD44	5	174	-0.309	-0.1803	-0.1287	0.7372142090367616	1.0	False
AFF1	CHI3L1	5	174	-0.6382	0.157	-0.7952	0.848557711591728	1.0	False
AFF1	CD44	5	174	-0.45	-0.1803	-0.2697	0.7825774184960889	1.0	False
HCAR1	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.7307989621155828	1.0	False
BCAS3	CD44	5	174	-0.8866	-0.1803	-0.7063	0.8286389343610686	1.0	False
MYO9B	CD44	9	170	-0.2727	-0.1803	-0.0923	0.897579857755944	1.0	False
CELSR2	CHI3L1	10	169	-0.3501	0.1726	-0.5227	0.9174611870240045	1.0	False
CHD3	CHI3L1	6	173	1.0241	0.1356	0.8884	0.7396642982424353	1.0	False
C1orf173	CD44	14	165	0.2003	-0.2	0.4003	0.6969202896625271	1.0	False
GPATCH8	CHI3L1	9	170	0.8745	0.1231	0.7514	0.7388703479141527	1.0	False
GPATCH8	CD44	9	170	-0.2727	-0.1803	-0.0923	0.8456050946225095	1.0	False
CHD3	CD44	6	173	0.0062	-0.1808	0.187	0.769408188765458	1.0	False
FLNC	CD44	16	163	-0.2908	-0.1798	-0.111	1.0	1.0	False
FAM155B	CHI3L1	7	172	0.9222	0.1452	0.7771	0.8128998961435637	1.0	False
RB1CC1	CHI3L1	9	170	0.514	0.1452	0.3689	0.9132689337661316	1.0	False
RB1CC1	CD44	9	170	-0.2922	-0.1803	-0.1118	0.9289918843711301	1.0	False
GPNMB	CD44	6	173	-0.16	-0.1808	0.0208	0.8665838401738778	1.0	False
DNAJC6	CD44	7	172	-0.1808	-0.1899	0.0091	0.8813498658065119	1.0	False
ZNF776	CD44	5	174	-0.2727	-0.1761	-0.0965	0.9695478366679062	1.0	False
SCN4A	CHI3L1	12	167	0.3822	0.1547	0.2275	0.9608987578648142	1.0	False
SCN4A	CD44	12	167	-0.2449	-0.1798	-0.0651	0.8603599320751643	1.0	False
TRHDE	CD44	9	170	-0.2523	-0.1643	-0.088	0.8044927488014201	1.0	False
GIMAP8	CHI3L1	5	174	-0.1101	0.166	-0.2761	0.7180213335538898	1.0	False
GIMAP8	CD44	5	174	-0.1808	-0.1899	0.0091	0.9222744760232164	1.0	False
MAN2C1	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.7402744334675323	1.0	False
A2M	CHI3L1	10	169	-0.1351	0.1594	-0.2945	0.9724432876725464	1.0	False
RHOBTB2	CD44	8	171	-0.5978	-0.1798	-0.418	0.8667246821151091	1.0	False
DNHD1	CHI3L1	17	162	0.7654	0.1452	0.6202	0.7323917209685287	1.0	False
TUT1	CD44	6	173	-0.3613	-0.1798	-0.1815	0.9781859816200343	1.0	False
PACS1	CHI3L1	5	174	-0.5404	0.157	-0.6974	0.9357620200464711	1.0	False
SAMD9	CHI3L1	12	167	-0.4438	0.1594	-0.6031	0.9425249341571883	1.0	False
AGL	CD44	11	168	-0.1808	-0.1899	0.0091	0.7985179560834293	1.0	False
C16orf11	CHI3L1	6	173	0.202	0.1547	0.0473	0.7874140789941622	1.0	False
SPTBN4	CHI3L1	7	172	1.408	0.1452	1.2628	0.9217075541863714	1.0	False
SPTBN4	CD44	7	172	-0.2727	-0.1803	-0.0923	0.7292784271193142	1.0	False
CCDC180	CHI3L1	8	171	-0.1194	0.1547	-0.2741	0.9535777809779611	1.0	False
TNC	CHI3L1	12	167	0.26	0.1547	0.1053	0.7974379069663209	1.0	False
SOX6	CHI3L1	5	174	-0.5404	0.157	-0.6974	0.8618876836137926	1.0	False
ZNF217	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.7053168287800904	1.0	False
FLNB	CD44	11	168	0.0332	-0.1904	0.2236	0.7073699877047122	1.0	False
GLI2	CD44	5	174	-0.309	-0.1761	-0.1329	0.802240871108626	1.0	False
MROH2A	CHI3L1	14	165	0.0283	0.1547	-0.1264	0.9550170967123485	1.0	False
SIPA1L3	CHI3L1	7	172	-0.679	0.166	-0.845	0.7128844763230014	1.0	False
TRIOBP	CHI3L1	17	162	0.7654	0.1452	0.6202	0.7249988240340274	1.0	False
UBR1	CHI3L1	5	174	0.8745	0.1452	0.7294	1.0	1.0	False
AOC3	CD44	8	171	-0.2908	-0.1798	-0.111	0.9972678006081099	1.0	False
AVL9	CHI3L1	9	170	0.9416	0.1452	0.7965	0.784130101018877	1.0	False
LRRC16A	CD44	8	171	-0.3795	-0.1798	-0.1997	0.942671302344531	1.0	False
PELP1	CHI3L1	5	174	0.1726	0.1452	0.0274	0.802240871108626	1.0	False
PELP1	CD44	5	174	0.5082	-0.1904	0.6986	0.9222744760232164	1.0	False
REXO1	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.8886538639219957	1.0	False
KIAA1683	CD44	9	170	-0.309	-0.1803	-0.1287	0.8147249794316022	1.0	False
SYNJ2	CHI3L1	7	172	0.1107	0.157	-0.0464	0.8813498658065119	1.0	False
SYNJ2	CD44	7	172	-0.5793	-0.1761	-0.4031	0.6912229626665177	1.0	False
SCYL3	CHI3L1	6	173	-0.2842	0.1594	-0.4435	0.7278671603620764	1.0	False
SCYL3	CD44	6	173	-0.4441	-0.1798	-0.2643	0.9222018168681823	1.0	False
KDM2A	CD44	6	173	0.2756	-0.1808	0.4564	0.7994791064477584	1.0	False
FHOD3	CD44	5	174	-0.45	-0.1803	-0.2697	0.9492666598622472	1.0	False
BCLAF1	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.929015898451462	1.0	False
EIF2B5	CD44	7	172	-0.1724	-0.1904	0.018	0.9680621171581076	1.0	False
BBS10	CHI3L1	5	174	0.9416	0.1452	0.7965	0.7053168287800904	1.0	False
BBS10	CD44	5	174	-0.2571	-0.1803	-0.0767	0.956024281358748	1.0	False
XIRP1	CD44	7	172	-0.309	-0.1761	-0.1329	0.7903582633418719	1.0	False
COL4A4	CHI3L1	12	167	0.333	0.1547	0.1783	0.7184855077353182	1.0	False
NIN	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.981567759567184	1.0	False
NIN	CD44	9	170	-0.309	-0.1803	-0.1287	0.8507762861396376	1.0	False
DSG1	CHI3L1	5	174	-0.679	0.157	-0.8361	0.9357620200464711	1.0	False
DNAAF3	CD44	6	173	-0.5267	-0.1808	-0.3459	0.7161311072663147	1.0	False
NUP155	CD44	5	174	0.135	-0.1904	0.3254	0.8419075201493873	1.0	False
SDK2	CHI3L1	11	168	0.514	0.1231	0.3909	0.7343437370057635	1.0	False
PIK3C2B	CHI3L1	5	174	0.8745	0.1452	0.7294	0.9830795039465055	1.0	False
C20orf112	CD44	7	172	-0.2727	-0.1803	-0.0923	0.8870996188516731	1.0	False
KIAA1210	CHI3L1	5	174	-0.679	0.157	-0.8361	0.9357620200464711	1.0	False
SLC6A19	CD44	6	173	-0.5603	-0.1798	-0.3805	0.8176617246823835	1.0	False
KIAA1109	CHI3L1	13	166	-0.0617	0.157	-0.2188	0.8960790533929551	1.0	False
ELMSAN1	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.7903582633418719	1.0	False
MESDC1	CHI3L1	6	173	0.4826	0.1547	0.3279	0.7455849982288756	1.0	False
C4orf21	CD44	6	173	0.1701	-0.1808	0.3509	0.7278671603620764	1.0	False
DHX57	CHI3L1	8	171	-0.6055	0.1594	-0.7649	0.7292594331170672	1.0	False
DROSHA	CD44	5	174	0.916	-0.1904	1.1064	0.7760508851918947	1.0	False
NFKB1	CD44	5	174	-0.2	-0.1803	-0.0197	0.7956728273466026	1.0	False
SPAG17	CD44	13	166	-0.45	-0.1761	-0.2739	0.7408645324464115	1.0	False
ANPEP	CD44	5	174	-0.0776	-0.1904	0.1128	0.8618876836137926	1.0	False
TARS	CHI3L1	6	173	0.3645	0.1547	0.2098	0.8420500195978398	1.0	False
TARS	CD44	6	173	-0.3965	-0.1798	-0.2167	0.854300114054646	1.0	False
PPARGC1A	CD44	5	174	0.6213	-0.1904	0.8117	0.802240871108626	1.0	False
GABBR1	CHI3L1	5	174	0.8745	0.1452	0.7294	0.7500956365411021	1.0	False
GABBR1	CD44	5	174	-0.3462	-0.1803	-0.1659	0.8685665937215787	1.0	False
RAB11FIP3	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.9425124387331105	1.0	False
PTPRU	CD44	5	174	-0.309	-0.1803	-0.1287	0.9492666598622472	1.0	False
EHD2	CHI3L1	6	173	0.9241	0.1356	0.7884	0.6928518709751124	1.0	False
FMNL3	CHI3L1	8	171	-0.3702	0.1594	-0.5296	0.9863396209835854	1.0	False
ERN1	CD44	5	174	0.6213	-0.1904	0.8117	0.7372142090367616	1.0	False
ATF6	CHI3L1	7	172	0.8745	0.1452	0.7294	0.8584134654368205	1.0	False
ATF6	CD44	7	172	-0.2727	-0.1803	-0.0923	0.9970958199957334	1.0	False
KMT2B	CHI3L1	10	169	-0.4438	0.1594	-0.6031	0.9074989945699176	1.0	False
FNIP1	CHI3L1	5	174	0.1356	0.157	-0.0214	0.8752542348010728	1.0	False
CTD-3193O13.9	CD44	7	172	-0.309	-0.1803	-0.1287	0.8128998961435637	1.0	False
ABCB11	CHI3L1	7	172	1.408	0.1452	1.2628	0.6966165001684876	1.0	False
OGT	CD44	6	173	-0.2806	-0.1798	-0.1008	0.7044585530258753	1.0	False
ZNF160	CHI3L1	5	174	-0.6262	0.157	-0.7833	0.7956728273466026	1.0	False
ZNF160	CD44	5	174	-0.2	-0.1803	-0.0197	0.8886538639219957	1.0	False
PFKP	CHI3L1	6	173	-0.1094	0.1547	-0.2641	0.885066416177464	1.0	False
ALK	CD44	6	173	0.187	-0.1808	0.3678	0.9781859816200343	1.0	False
SIK3	CHI3L1	6	173	0.0977	0.1547	-0.057	0.8055289579315955	1.0	False
SIK3	CD44	6	173	-0.5603	-0.1798	-0.3805	0.9906502221313603	1.0	False
BCAR1	CHI3L1	6	173	0.0977	0.1547	-0.057	0.8359384580856594	1.0	False
RFTN1	CD44	5	174	0.7903	-0.1904	0.9807	0.8352677992409291	1.0	False
NUP210	CHI3L1	6	173	0.4826	0.1547	0.3279	0.823743970729365	1.0	False
MARCH6	CHI3L1	6	173	0.5997	0.1547	0.4451	0.8604379576731636	1.0	False
KAT2A	CHI3L1	5	174	1.1736	0.1452	1.0285	0.8286389343610686	1.0	False
PTPRB	CHI3L1	11	168	-0.2085	0.157	-0.3655	0.9305994801042337	1.0	False
PTPRB	CD44	11	168	-0.2523	-0.1803	-0.072	0.9736471763971857	1.0	False
CCDC88C	CD44	9	170	-0.4389	-0.1803	-0.2586	0.7639141987398452	1.0	False
SCAF1	CD44	5	174	-0.309	-0.1803	-0.1287	0.7116597353381195	1.0	False
ATP8B3	CHI3L1	9	170	-0.0617	0.157	-0.2188	0.9185064541715181	1.0	False
TYSND1	CD44	5	174	-0.309	-0.1803	-0.1287	0.7372142090367616	1.0	False
RPRD2	CHI3L1	7	172	2.5314	0.1452	2.3863	0.7347699254218264	1.0	False
EPM2AIP1	CD44	6	173	0.3718	-0.2	0.5718	0.7515200687207627	1.0	False
ALPK3	CHI3L1	7	172	0.8745	0.1452	0.7294	0.9912876080327837	1.0	False
ALPK3	CD44	7	172	-0.309	-0.1803	-0.1287	0.9564579041974399	1.0	False
ARAP1	CHI3L1	8	171	-0.3702	0.1594	-0.5296	0.7189669791046791	1.0	False
PPARGC1A	CHI3L1	5	174	-0.7408	0.157	-0.8978	0.6926885303702064	1.0	False
SV2A	CD44	5	174	-0.45	-0.1803	-0.2697	0.7565610171191018	1.0	False
RANBP9	CD44	7	172	-0.5793	-0.1761	-0.4031	0.8185593170559585	1.0	False
ZNF469	CD44	16	163	-0.2671	-0.1798	-0.0873	0.8259235577824618	1.0	False
ANKRD44	CHI3L1	8	171	0.3635	0.1547	0.2088	0.9808763337619004	1.0	False
PLA2G4C	CD44	5	174	-0.0111	-0.1904	0.1793	0.9898472422613074	1.0	False
ESYT2	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.976312869611193	1.0	False
ESYT2	CD44	5	174	0.8239	-0.1904	1.0143	0.6989929510149655	1.0	False
SLC9A2	CHI3L1	7	172	-0.7408	0.157	-0.8978	0.9448625116412228	1.0	False
RBM15	CHI3L1	7	172	0.8745	0.1452	0.7294	0.8584134654368205	1.0	False
LAMB2	CD44	9	170	-0.309	-0.1761	-0.1329	0.9973665933228655	1.0	False
ANK1	CD44	7	172	-0.2727	-0.1761	-0.0965	0.8355908370372102	1.0	False
SLX4IP	CD44	6	173	-0.6308	-0.1798	-0.451	0.8420500195978398	1.0	False
FAM186A	CHI3L1	19	160	0.1594	0.1452	0.0142	0.7166594153426376	1.0	False
CCDC108	CHI3L1	10	169	0.1649	0.1547	0.0102	0.9624290864742484	1.0	False
TLR9	CD44	6	173	-0.2908	-0.1798	-0.111	0.8665838401738778	1.0	False
VRTN	CD44	7	172	-0.45	-0.1761	-0.2739	0.7568634810767191	1.0	False
CCDC40	CD44	5	174	-0.8116	-0.1803	-0.6313	0.8286389343610686	1.0	False
NISCH	CHI3L1	5	174	-0.1719	0.157	-0.3289	0.7116597353381195	1.0	False
CCAR2	CHI3L1	6	173	0.3645	0.1547	0.2098	0.6870739503984328	1.0	False
KDM6B	CD44	8	171	-0.2908	-0.1798	-0.111	0.8505802103977906	1.0	False
DOCK6	CD44	7	172	-0.45	-0.1803	-0.2697	0.9448625116412228	1.0	False
ST14	CD44	6	173	-0.3613	-0.1798	-0.1815	0.909801433644603	1.0	False
MMS22L	CHI3L1	7	172	-0.679	0.157	-0.8361	0.8928550610043812	1.0	False
FAM189A2	CHI3L1	5	174	0.1107	0.157	-0.0464	0.9020830476377649	1.0	False
USP28	CHI3L1	5	174	-0.7408	0.157	-0.8978	0.848557711591728	1.0	False
ABLIM2	CHI3L1	6	173	-0.6241	0.1594	-0.7835	0.9346203061462957	1.0	False
ADAM21	CHI3L1	6	173	0.8442	0.1547	0.6895	0.7813995609048913	1.0	False
OR2J3	CHI3L1	5	174	-0.679	0.157	-0.8361	0.8352677992409291	1.0	False
OR2J3	CD44	5	174	-0.8866	-0.1803	-0.7063	0.789118188852424	1.0	False
RP11-468E2.6	CD44	6	173	0.3463	-0.1808	0.5271	0.6928518709751124	1.0	False
UCKL1	CD44	5	174	-0.2727	-0.1803	-0.0923	0.956024281358748	1.0	False
FYB	CHI3L1	6	173	0.4826	0.1547	0.3279	0.854300114054646	1.0	False
ROBO4	CHI3L1	6	173	0.0853	0.1547	-0.0694	0.996883354221317	1.0	False
ROBO4	CD44	6	173	-0.3795	-0.1798	-0.1997	0.8481707011974543	1.0	False
NDUFS1	CHI3L1	5	174	-0.7408	0.157	-0.8978	0.8220214008151181	1.0	False
NDUFS1	CD44	5	174	-0.8116	-0.1803	-0.6313	0.9627848085734797	1.0	False
MTPAP	CHI3L1	5	174	-0.9349	0.157	-1.0919	0.9830795039465055	1.0	False
OBSL1	CHI3L1	6	173	0.4826	0.1547	0.3279	0.8788984197350004	1.0	False
RP11-723O4.6	CHI3L1	5	174	-0.532	0.157	-0.689	0.976312869611193	1.0	False
RP11-723O4.6	CD44	5	174	-0.309	-0.1803	-0.1287	0.9425124387331105	1.0	False
SUPT16H	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7760508851918947	1.0	False
CAMTA2	CHI3L1	6	173	0.0977	0.1547	-0.057	0.7874140789941622	1.0	False
KIF1C	CHI3L1	11	168	-0.0617	0.157	-0.2188	0.7662303342597001	1.0	False
KIF1C	CD44	11	168	-0.309	-0.1761	-0.1329	0.9640699474922617	1.0	False
ADAMTS8	CHI3L1	5	174	-0.6445	0.157	-0.8015	0.6926885303702064	1.0	False
PLOD1	CHI3L1	7	172	-0.7039	0.157	-0.8609	0.8986159069885826	1.0	False
JMJD1C	CHI3L1	8	171	0.9628	0.1547	0.8081	0.9535777809779611	1.0	False
LRRC4	CHI3L1	6	173	0.3048	0.1547	0.1501	0.9844176587783233	1.0	False
LRRC4	CD44	6	173	0.3732	-0.2	0.5731	0.8176617246823835	1.0	False
COL18A1	CHI3L1	10	169	0.2797	0.1547	0.125	0.8040652788501473	1.0	False
COL18A1	CD44	10	169	-0.2654	-0.1808	-0.0846	0.9474193838769023	1.0	False
OLFML2A	CHI3L1	7	172	0.8745	0.1452	0.7294	0.7568634810767191	1.0	False
ROCK2	CD44	6	173	-0.0107	-0.1808	0.1701	0.9781859816200343	1.0	False
MLLT4	CD44	8	171	-0.3749	-0.1808	-0.1941	0.8775179062197701	1.0	False
LMO7	CHI3L1	6	173	0.2164	0.1547	0.0617	0.7634319802081154	1.0	False
CLSPN	CHI3L1	5	174	0.9416	0.1452	0.7965	0.848557711591728	1.0	False
LUZP4	CHI3L1	6	173	0.6721	0.1547	0.5174	0.7934406881625824	1.0	False
DNM2	CD44	8	171	-0.3739	-0.1798	-0.1941	0.7447860684915275	1.0	False
KIAA1033	CD44	6	173	-0.2908	-0.1798	-0.111	0.854300114054646	1.0	False
C1orf101	CHI3L1	5	174	0.6503	0.1452	0.5051	0.8154155799526885	1.0	False
ITGAL	CD44	6	173	-0.1933	-0.1808	-0.0125	0.9036089147164706	1.0	False
VPS8	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7116597353381195	1.0	False
SYNGAP1	CHI3L1	6	173	0.3645	0.1547	0.2098	0.9719556010218355	1.0	False
WDR90	CHI3L1	11	168	-0.679	0.157	-0.8361	0.9115246621597907	1.0	False
EGR1	CHI3L1	8	171	0.3034	0.1547	0.1487	0.8452117617123331	1.0	False
SUSD5	CD44	5	174	-0.309	-0.1803	-0.1287	0.9627848085734797	1.0	False
CDC42BPA	CHI3L1	6	173	0.333	0.1547	0.1783	0.854300114054646	1.0	False
HSD17B12	CHI3L1	5	174	0.8745	0.1452	0.7294	0.9627848085734797	1.0	False
MIS18BP1	CD44	8	171	-0.2444	-0.1808	-0.0636	0.8991683600679149	1.0	False
PLEC	CD44	13	166	-0.45	-0.1803	-0.2697	0.7534949812163532	1.0	False
CNTN2	CHI3L1	5	174	-0.679	0.157	-0.8361	0.7436465821478945	1.0	False
CNTN2	CD44	5	174	-0.45	-0.1803	-0.2697	0.9898472422613074	1.0	False
ZFC3H1	CHI3L1	6	173	0.3166	0.1547	0.1619	0.9595000890046838	1.0	False
MPP2	CD44	8	171	-0.1485	-0.1808	0.0323	0.8613369063376878	1.0	False
ZNF107	CHI3L1	6	173	0.4273	0.1547	0.2726	0.9036089147164706	1.0	False
ATP9B	CD44	5	174	-0.309	-0.1803	-0.1287	0.8419075201493873	1.0	False
RPL3	CD44	6	173	-0.107	-0.1808	0.0738	0.8974220176458271	1.0	False
GPR124	CHI3L1	7	172	-0.7039	0.157	-0.8609	0.8870996188516731	1.0	False
ATP2B4	CHI3L1	8	171	0.2473	0.1547	0.0926	0.9481233718181906	1.0	False
MOV10	CHI3L1	6	173	-0.7256	0.1594	-0.885	0.7044585530258753	1.0	False
CDH12	CD44	5	174	-0.8866	-0.1803	-0.7063	0.7436465821478945	1.0	False
SRMS	CD44	5	174	-0.8866	-0.1803	-0.7063	0.7956728273466026	1.0	False
ROCK1	CD44	8	171	0.2406	-0.1808	0.4215	0.8721184285320209	1.0	False
PADI2	CHI3L1	5	174	0.2217	0.1452	0.0766	0.7956728273466026	1.0	False
OSBPL6	CD44	7	172	-0.309	-0.1766	-0.1324	0.8584134654368205	1.0	False
CNTN5	CHI3L1	10	169	1.0241	0.1356	0.8884	0.6992999076944184	1.0	False
PLCB3	CD44	6	173	0.1743	-0.1808	0.3551	0.6928518709751124	1.0	False
PDZD2	CD44	10	169	-0.2908	-0.1798	-0.111	0.9025232501776794	1.0	False
TECTA	CHI3L1	10	169	1.1412	0.1356	1.0056	0.7415971796638943	1.0	False
CD93	CHI3L1	8	171	0.4826	0.1547	0.3279	0.7189669791046791	1.0	False
HEATR5A	CD44	8	171	-0.3795	-0.1724	-0.2071	0.7604131986286472	1.0	False
