pathway_id	pathway_name	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
R-HSA-75876	Synthesis of very long-chain fatty acyl-CoAs	CD44	7	172	-0.2727	-0.1803	-0.0923	0.7292784271193142	0.9958970300880995	False
R-HSA-193048	Androgen biosynthesis	CD44	5	174	0.6488	-0.1904	0.8392	0.4144813038033697	0.9958970300880995	False
R-HSA-9661069	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	CHI3L1	7	172	0.8745	0.1452	0.7294	0.6858443829369166	0.9958970300880995	False
R-HSA-9661069	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	CD44	7	172	0.6488	-0.1904	0.8392	0.42325254060941475	0.9958970300880995	False
R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	CHI3L1	6	173	-1.1217	0.1726	-1.2943	0.06496754135211126	0.9958970300880995	False
R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	CD44	6	173	-0.8491	-0.1798	-0.6693	0.14223720270070214	0.9958970300880995	False
R-HSA-9820865	Z-decay: degradation of maternal mRNAs by zygotically expressed factors	CHI3L1	26	153	-0.0837	0.2217	-0.3054	0.6897891403525744	0.9958970300880995	False
R-HSA-9820865	Z-decay: degradation of maternal mRNAs by zygotically expressed factors	CD44	26	153	0.1636	-0.2269	0.3906	0.1324641426191254	0.9958970300880995	False
R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	CHI3L1	10	169	-0.0246	0.1547	-0.1792	0.74634821291131	0.9958970300880995	False
R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	CD44	10	169	-0.4274	-0.1798	-0.2475	0.6043457393524301	0.9958970300880995	False
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	CHI3L1	8	171	-0.6586	0.1594	-0.818	0.85595533649908	0.9958970300880995	False
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	CD44	8	171	-0.9492	-0.1724	-0.7768	0.16671520595418107	0.9958970300880995	False
R-HSA-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste	CHI3L1	20	159	-0.4242	0.1594	-0.5836	0.842127561733611	0.9958970300880995	False
R-HSA-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste	CD44	20	159	-0.807	-0.1724	-0.6346	0.4059558843971224	0.9958970300880995	False
R-HSA-1296072	Voltage gated Potassium channels	CHI3L1	23	156	-0.2085	0.303	-0.5115	0.1821706605880088	0.9958970300880995	False
R-HSA-1296072	Voltage gated Potassium channels	CD44	23	156	-0.5108	-0.1488	-0.3621	0.3484835123248401	0.9958970300880995	False
R-HSA-5619099	Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)	CHI3L1	6	173	0.8945	0.1107	0.7838	0.2816678428813513	0.9958970300880995	False
R-HSA-5619099	Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)	CD44	6	173	-0.2127	-0.1808	-0.0319	0.7396642982424353	0.9958970300880995	False
R-HSA-8964011	HDL clearance	CHI3L1	5	174	0.8745	0.1452	0.7294	0.5143369325782041	0.9958970300880995	False
R-HSA-9938027	Affinity selection of immunoglobulins	CHI3L1	11	168	-0.5404	0.166	-0.7064	0.7029087912087564	0.9958970300880995	False
R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	CHI3L1	10	169	-0.3501	0.1594	-0.5095	0.8579367802481085	0.9958970300880995	False
R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	CD44	10	169	0.6306	-0.2	0.8306	0.2786184240731614	0.9958970300880995	False
R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	CHI3L1	10	169	-0.6097	0.1726	-0.7823	0.29858947825428916	0.9958970300880995	False
R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	CD44	10	169	-0.3094	-0.1798	-0.1296	0.932428320255007	0.9958970300880995	False
R-HSA-425381	Bicarbonate transporters	CHI3L1	6	173	0.2971	0.1547	0.1424	0.6414984274019189	0.9958970300880995	False
R-HSA-171319	Telomere Extension By Telomerase	CHI3L1	10	169	1.1777	0.1356	1.0421	0.3878064810813916	0.9958970300880995	False
R-HSA-171319	Telomere Extension By Telomerase	CD44	10	169	0.2812	-0.1808	0.462	0.36410684919941216	0.9958970300880995	False
R-HSA-174430	Telomere C-strand synthesis initiation	CHI3L1	9	170	0.8027	0.1452	0.6575	0.876724259569282	0.9958970300880995	False
R-HSA-174430	Telomere C-strand synthesis initiation	CD44	9	170	-0.2616	-0.1803	-0.0813	0.5327635688365302	0.9958970300880995	False
R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	CHI3L1	8	171	1.4378	0.1356	1.3022	0.5253740858984535	0.9958970300880995	False
R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	CD44	8	171	0.549	-0.1808	0.7298	0.1992724650030943	0.9958970300880995	False
R-HSA-110331	Cleavage of the damaged purine	CHI3L1	7	172	0.8027	0.1452	0.6575	0.7624174877429625	0.9958970300880995	False
R-HSA-110331	Cleavage of the damaged purine	CD44	7	172	1.3596	-0.1904	1.55	0.14012926862382166	0.9958970300880995	False
R-HSA-110330	Recognition and association of DNA glycosylase with site containing an affected purine	CHI3L1	7	172	0.8027	0.1452	0.6575	0.7624174877429625	0.9958970300880995	False
R-HSA-110330	Recognition and association of DNA glycosylase with site containing an affected purine	CD44	7	172	1.3596	-0.1904	1.55	0.14012926862382166	0.9958970300880995	False
R-HSA-171306	Packaging Of Telomere Ends	CHI3L1	7	172	0.8027	0.1452	0.6575	0.7624174877429625	0.9958970300880995	False
R-HSA-171306	Packaging Of Telomere Ends	CD44	7	172	1.3596	-0.1904	1.55	0.14012926862382166	0.9958970300880995	False
R-HSA-110329	Cleavage of the damaged pyrimidine 	CHI3L1	8	171	1.4378	0.1356	1.3022	0.5253740858984535	0.9958970300880995	False
R-HSA-110329	Cleavage of the damaged pyrimidine 	CD44	8	171	0.549	-0.1808	0.7298	0.1992724650030943	0.9958970300880995	False
R-HSA-73856	RNA Polymerase II Transcription Termination	CHI3L1	16	163	0.9319	0.1107	0.8213	0.1895159512471396	0.9958970300880995	False
R-HSA-73856	RNA Polymerase II Transcription Termination	CD44	16	163	0.1362	-0.2	0.3362	0.7596934025456443	0.9958970300880995	False
R-HSA-77595	Processing of Intronless Pre-mRNAs	CHI3L1	15	164	0.9416	0.0915	0.8502	0.1105836531019428	0.9958970300880995	False
R-HSA-77595	Processing of Intronless Pre-mRNAs	CD44	15	164	0.4448	-0.2113	0.6561	0.49691240785730073	0.9958970300880995	False
R-HSA-212300	PRC2 methylates histones and DNA	CHI3L1	15	164	0.514	0.1452	0.3689	0.7567551625636425	0.9958970300880995	False
R-HSA-212300	PRC2 methylates histones and DNA	CD44	15	164	-0.3462	-0.1761	-0.1701	0.8493001892944763	0.9958970300880995	False
R-HSA-977443	GABA receptor activation	CHI3L1	18	161	0.004	0.1594	-0.1554	0.8347304588368779	0.9958970300880995	False
R-HSA-977443	GABA receptor activation	CD44	18	161	-0.0246	-0.2227	0.1981	0.48227010854759633	0.9958970300880995	False
R-HSA-4085001	Sialic acid metabolism	CHI3L1	10	169	0.9785	0.1356	0.8429	0.2758413951129488	0.9958970300880995	False
R-HSA-4085001	Sialic acid metabolism	CD44	10	169	-0.3276	-0.1798	-0.1478	0.7846900120905967	0.9958970300880995	False
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	CHI3L1	9	170	-0.0282	0.166	-0.1942	0.9080351775313281	0.9958970300880995	False
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	CD44	9	170	-0.5793	-0.1761	-0.4031	0.4657517036931548	0.9958970300880995	False
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	CHI3L1	5	174	0.1107	0.157	-0.0464	0.808821944315689	0.9958970300880995	False
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	CD44	5	174	1.5153	-0.2113	1.7267	0.12058192762362972	0.9958970300880995	False
R-HSA-500657	Presynaptic function of Kainate receptors	CD44	11	168	-0.5793	-0.1643	-0.4149	0.27830801412697626	0.9958970300880995	False
R-HSA-399997	Acetylcholine regulates insulin secretion	CHI3L1	10	169	-0.1902	0.1726	-0.3628	0.8925834324609729	0.9958970300880995	False
R-HSA-399997	Acetylcholine regulates insulin secretion	CD44	10	169	-0.0187	-0.2	0.1813	0.398244894374986	0.9958970300880995	False
R-HSA-112043	PLC beta mediated events	CD44	15	164	-0.1724	-0.1904	0.018	0.808726441941676	0.9958970300880995	False
R-HSA-418217	G beta:gamma signalling through PLC beta	CHI3L1	5	174	0.1107	0.157	-0.0464	0.808821944315689	0.9958970300880995	False
R-HSA-418217	G beta:gamma signalling through PLC beta	CD44	5	174	1.5153	-0.2113	1.7267	0.12058192762362972	0.9958970300880995	False
R-HSA-418990	Adherens junctions interactions	CHI3L1	18	161	-0.4746	0.1594	-0.634	0.42453293415552373	0.9958970300880995	False
R-HSA-418990	Adherens junctions interactions	CD44	18	161	-0.4574	-0.1488	-0.3087	0.44712816007338196	0.9958970300880995	False
R-HSA-6809371	Formation of the cornified envelope	CHI3L1	8	171	-0.4438	0.1594	-0.6031	0.5997133413593002	0.9958970300880995	False
R-HSA-6809371	Formation of the cornified envelope	CD44	8	171	-0.5796	-0.1798	-0.3998	0.6632744849964567	0.9958970300880995	False
R-HSA-381033	ATF6 (ATF6-alpha) activates chaperones	CHI3L1	7	172	0.8745	0.1452	0.7294	0.8584134654368205	0.9958970300880995	False
R-HSA-9909505	Modulation of host responses by IFN-stimulated genes	CHI3L1	7	172	0.8745	0.1452	0.7294	0.8584134654368205	0.9958970300880995	False
R-HSA-73980	RNA Polymerase III Transcription Termination	CHI3L1	12	167	-0.586	0.1726	-0.7586	0.46562320526404855	0.9958970300880995	False
R-HSA-73980	RNA Polymerase III Transcription Termination	CD44	12	167	-0.1403	-0.1808	0.0405	0.9241816456085832	0.9958970300880995	False
R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	CHI3L1	13	166	-0.532	0.166	-0.698	0.557618402653008	0.9958970300880995	False
R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	CD44	13	166	-0.008	-0.1904	0.1824	0.7661917391036063	0.9958970300880995	False
R-HSA-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	CHI3L1	5	174	-0.64	0.157	-0.7971	0.7244011909548349	0.9958970300880995	False
R-HSA-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	CD44	5	174	-0.8866	-0.1803	-0.7063	0.8154155799526885	0.9958970300880995	False
R-HSA-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins	CHI3L1	11	168	0.8745	0.1231	0.7514	0.6675980601318181	0.9958970300880995	False
R-HSA-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins	CD44	11	168	-0.1724	-0.1904	0.018	0.3503184209785051	0.9958970300880995	False
R-HSA-9843970	Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex	CHI3L1	9	170	0.514	0.1452	0.3689	0.572492757723639	0.9958970300880995	False
R-HSA-9843970	Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex	CD44	9	170	-0.8116	-0.1761	-0.6355	0.3890021606934372	0.9958970300880995	False
R-HSA-442380	Zinc influx into cells by the SLC39 gene family	CHI3L1	5	174	1.1736	0.1452	1.0285	0.789118188852424	0.9958970300880995	False
R-HSA-442380	Zinc influx into cells by the SLC39 gene family	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7116597353381195	0.9958970300880995	False
R-HSA-111447	Activation of BAD and translocation to mitochondria 	CHI3L1	6	173	0.7401	0.1547	0.5854	0.5917258301437284	0.9958970300880995	False
R-HSA-111447	Activation of BAD and translocation to mitochondria 	CD44	6	173	-0.2908	-0.1798	-0.111	0.7874140789941622	0.9958970300880995	False
R-HSA-428890	Role of ABL in ROBO-SLIT signaling	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.9237475130819911	0.9958970300880995	False
R-HSA-428890	Role of ABL in ROBO-SLIT signaling	CD44	9	170	0.8239	-0.1904	1.0143	0.6416669828558669	0.9958970300880995	False
R-HSA-69052	Switching of origins to a post-replicative state	CHI3L1	8	171	-0.0958	0.1547	-0.2505	0.8667246821151091	0.9958970300880995	False
R-HSA-69052	Switching of origins to a post-replicative state	CD44	8	171	0.4728	-0.2	0.6727	0.6883891283627009	0.9958970300880995	False
R-HSA-176187	Activation of ATR in response to replication stress	CHI3L1	9	170	0.4873	0.1452	0.3422	0.6702802271899244	0.9958970300880995	False
R-HSA-176187	Activation of ATR in response to replication stress	CD44	9	170	0.8239	-0.2113	1.0353	0.5327635688365302	0.9958970300880995	False
R-HSA-68962	Activation of the pre-replicative complex	CHI3L1	10	169	0.8305	0.1356	0.6949	0.557036176213711	0.9958970300880995	False
R-HSA-68962	Activation of the pre-replicative complex	CD44	10	169	0.3257	-0.2	0.5257	0.7086243969918546	0.9958970300880995	False
R-HSA-176974	Unwinding of DNA	CHI3L1	8	171	-0.0958	0.1547	-0.2505	0.8667246821151091	0.9958970300880995	False
R-HSA-176974	Unwinding of DNA	CD44	8	171	0.4728	-0.2	0.6727	0.6883891283627009	0.9958970300880995	False
R-HSA-9820960	Respiratory syncytial virus (RSV) attachment and entry	CHI3L1	10	169	-0.2287	0.1547	-0.3833	0.7606586081342038	0.9958970300880995	False
R-HSA-9820960	Respiratory syncytial virus (RSV) attachment and entry	CD44	10	169	0.8263	-0.2	1.0263	0.31042055157801274	0.9958970300880995	False
R-HSA-390651	Dopamine receptors	CHI3L1	5	174	1.5527	0.1452	1.4075	0.19394660273662845	0.9958970300880995	False
R-HSA-390651	Dopamine receptors	CD44	5	174	-0.8866	-0.1803	-0.7063	0.6429973344353047	0.9958970300880995	False
R-HSA-9827857	Specification of primordial germ cells	CHI3L1	9	170	1.408	0.1231	1.2848	0.2603908939547327	0.9958970300880995	False
R-HSA-9827857	Specification of primordial germ cells	CD44	9	170	-0.2727	-0.1803	-0.0923	0.6606865995009643	0.9958970300880995	False
R-HSA-5221030	TET1,2,3 and TDG demethylate DNA	CHI3L1	9	170	1.408	0.1231	1.2848	0.2603908939547327	0.9958970300880995	False
R-HSA-5221030	TET1,2,3 and TDG demethylate DNA	CD44	9	170	-0.2727	-0.1803	-0.0923	0.6606865995009643	0.9958970300880995	False
R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	CHI3L1	8	171	1.1412	0.1356	1.0056	0.4151173722919703	0.9958970300880995	False
R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	CD44	8	171	-0.3094	-0.1798	-0.1296	0.8667246821151091	0.9958970300880995	False
R-HSA-416700	Other semaphorin interactions	CHI3L1	13	166	0.8745	0.1452	0.7294	0.6071632254009942	0.9958970300880995	False
R-HSA-416700	Other semaphorin interactions	CD44	13	166	-0.2727	-0.1803	-0.0923	0.7960573057392	0.9958970300880995	False
R-HSA-1268020	Mitochondrial protein import	CHI3L1	12	167	-0.178	0.1594	-0.3374	0.9241816456085832	0.9958970300880995	False
R-HSA-1268020	Mitochondrial protein import	CD44	12	167	-0.5603	-0.1798	-0.3805	0.4585998818796062	0.9958970300880995	False
R-HSA-9754678	SARS-CoV-2 modulates host translation machinery	CHI3L1	17	162	-0.2085	0.1972	-0.4056	0.4413040793391765	0.9958970300880995	False
R-HSA-9754678	SARS-CoV-2 modulates host translation machinery	CD44	17	162	-0.2727	-0.1803	-0.0923	0.553268179917205	0.9958970300880995	False
R-HSA-9735869	SARS-CoV-1 modulates host translation machinery	CHI3L1	21	158	-0.0749	0.166	-0.2409	0.633090326758946	0.9958970300880995	False
R-HSA-9735869	SARS-CoV-1 modulates host translation machinery	CD44	21	158	-0.309	-0.1761	-0.1329	0.91255196389977	0.9958970300880995	False
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	CHI3L1	7	172	0.8745	0.1452	0.7294	0.8813498658065119	0.9958970300880995	False
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	CD44	7	172	2.4694	-0.1904	2.6598	0.07061875337656849	0.9958970300880995	False
R-HSA-5545619	XAV939 stabilizes AXIN	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.4225416727733944	0.9958970300880995	False
R-HSA-5545619	XAV939 stabilizes AXIN	CD44	9	170	-0.2727	-0.1803	-0.0923	0.7141004990618913	0.9958970300880995	False
R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	CHI3L1	11	168	1.5527	0.1231	1.4296	0.0967680759521396	0.9958970300880995	False
R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	CD44	11	168	0.916	-0.2113	1.1274	0.02901580111089119	0.9958970300880995	False
R-HSA-445144	Signal transduction by L1	CHI3L1	9	170	1.408	0.1231	1.2848	0.3435159114008398	0.9958970300880995	False
R-HSA-3656237	Defective EXT2 causes exostoses 2	CHI3L1	6	173	0.0101	0.1547	-0.1445	0.7574691524767946	0.9958970300880995	False
R-HSA-3656237	Defective EXT2 causes exostoses 2	CD44	6	173	-1.0017	-0.1798	-0.8219	0.17887654792452554	0.9958970300880995	False
R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	CHI3L1	6	173	0.0101	0.1547	-0.1445	0.7574691524767946	0.9958970300880995	False
R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	CD44	6	173	-1.0017	-0.1798	-0.8219	0.17887654792452554	0.9958970300880995	False
R-HSA-156842	Eukaryotic Translation Elongation	CHI3L1	11	168	-0.0617	0.157	-0.2188	0.7253140785731396	0.9958970300880995	False
R-HSA-156842	Eukaryotic Translation Elongation	CD44	11	168	-0.8866	-0.1761	-0.7105	0.3503184209785051	0.9958970300880995	False
R-HSA-977444	GABA B receptor activation	CHI3L1	8	171	1.1853	0.1356	1.0497	0.26800355668608955	0.9958970300880995	False
R-HSA-977444	GABA B receptor activation	CD44	8	171	0.7675	-0.2227	0.9902	0.17786942639941034	0.9958970300880995	False
R-HSA-1912420	Pre-NOTCH Processing in Golgi	CHI3L1	15	164	0.8745	0.1327	0.7418	0.645004815666933	0.9958970300880995	False
R-HSA-1912420	Pre-NOTCH Processing in Golgi	CD44	15	164	-0.309	-0.1803	-0.1287	0.6524934083522949	0.9958970300880995	False
R-HSA-5083630	Defective LFNG causes SCDO3	CHI3L1	12	167	0.9081	0.1107	0.7974	0.3606188844813104	0.9958970300880995	False
R-HSA-5083630	Defective LFNG causes SCDO3	CD44	12	167	-0.4503	-0.1798	-0.2705	0.873973951040381	0.9958970300880995	False
R-HSA-418457	cGMP effects	CHI3L1	11	168	1.5527	0.1452	1.4075	0.654538915488224	0.9958970300880995	False
R-HSA-418457	cGMP effects	CD44	11	168	-0.8866	-0.1803	-0.7063	0.542104052031894	0.9958970300880995	False
R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	CHI3L1	10	169	0.333	0.1547	0.1783	0.8382564863858263	0.9958970300880995	False
R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	CD44	10	169	0.3217	-0.1808	0.5025	0.4567143340255372	0.9958970300880995	False
R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	CHI3L1	10	169	0.333	0.1547	0.1783	0.8382564863858263	0.9958970300880995	False
R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	CD44	10	169	0.3217	-0.1808	0.5025	0.4567143340255372	0.9958970300880995	False
R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	CHI3L1	10	169	0.333	0.1547	0.1783	0.8382564863858263	0.9958970300880995	False
R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	CD44	10	169	0.3217	-0.1808	0.5025	0.4567143340255372	0.9958970300880995	False
R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	CHI3L1	10	169	0.333	0.1547	0.1783	0.8382564863858263	0.9958970300880995	False
R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	CD44	10	169	0.3217	-0.1808	0.5025	0.4567143340255372	0.9958970300880995	False
R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	CHI3L1	16	163	0.7624	0.1356	0.6268	0.4901101188865852	0.9958970300880995	False
R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	CD44	16	163	0.1362	-0.2	0.3362	0.4774825411298532	0.9958970300880995	False
R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	CHI3L1	16	163	0.7624	0.1356	0.6268	0.4901101188865852	0.9958970300880995	False
R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	CD44	16	163	0.1362	-0.2	0.3362	0.4774825411298532	0.9958970300880995	False
R-HSA-167287	HIV elongation arrest and recovery	CHI3L1	10	169	0.333	0.1547	0.1783	0.8382564863858263	0.9958970300880995	False
R-HSA-167287	HIV elongation arrest and recovery	CD44	10	169	0.3217	-0.1808	0.5025	0.4567143340255372	0.9958970300880995	False
R-HSA-167290	Pausing and recovery of HIV elongation	CHI3L1	10	169	0.333	0.1547	0.1783	0.8382564863858263	0.9958970300880995	False
R-HSA-167290	Pausing and recovery of HIV elongation	CD44	10	169	0.3217	-0.1808	0.5025	0.4567143340255372	0.9958970300880995	False
R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	CD44	6	173	-0.1419	-0.1808	0.0389	0.940835430663683	0.9958970300880995	False
R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	CD44	6	173	-0.1419	-0.1808	0.0389	0.940835430663683	0.9958970300880995	False
R-HSA-202670	ERKs are inactivated	CD44	6	173	-0.1419	-0.1808	0.0389	0.940835430663683	0.9958970300880995	False
R-HSA-9032500	Activated NTRK2 signals through FYN	CHI3L1	9	170	-1.0398	0.166	-1.2057	0.100933572629382	0.9958970300880995	False
R-HSA-9032500	Activated NTRK2 signals through FYN	CD44	9	170	-0.7275	-0.1803	-0.5472	0.8147249794316022	0.9958970300880995	False
R-HSA-947581	Molybdenum cofactor biosynthesis	CHI3L1	6	173	-0.4438	0.1594	-0.6031	0.602640177788543	0.9958970300880995	False
R-HSA-947581	Molybdenum cofactor biosynthesis	CD44	6	173	-0.5796	-0.1798	-0.3998	0.6527804732563632	0.9958970300880995	False
R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin	CHI3L1	5	174	-0.679	0.157	-0.8361	0.7053168287800904	0.9958970300880995	False
R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin	CD44	5	174	2.0688	-0.2113	2.2802	0.0944615269572793	0.9958970300880995	False
R-HSA-9694614	Attachment and Entry	CHI3L1	5	174	-0.679	0.157	-0.8361	0.3053999160174202	0.9958970300880995	False
R-HSA-9694614	Attachment and Entry	CD44	5	174	-0.8866	-0.1803	-0.7063	0.8552178954992359	0.9958970300880995	False
R-HSA-9953170	GBP-mediated host defense	CHI3L1	5	174	-0.679	0.157	-0.8361	0.5712375277088144	0.9958970300880995	False
R-HSA-9953170	GBP-mediated host defense	CD44	5	174	-0.309	-0.1803	-0.1287	0.8552178954992359	0.9958970300880995	False
R-HSA-9662834	CD163 mediating an anti-inflammatory response	CHI3L1	9	170	-0.6445	0.166	-0.8105	0.2924065878656653	0.9958970300880995	False
R-HSA-9662834	CD163 mediating an anti-inflammatory response	CD44	9	170	-0.3462	-0.1761	-0.1701	0.6322436309019093	0.9958970300880995	False
R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes	CHI3L1	7	172	-0.7408	0.166	-0.9068	0.12253119874010195	0.9958970300880995	False
R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes	CD44	7	172	-0.8866	-0.1761	-0.7105	0.49930867003980894	0.9958970300880995	False
R-HSA-1442490	Collagen degradation	CHI3L1	6	173	-0.8594	0.1594	-1.0188	0.27101334059135096	0.9958970300880995	False
R-HSA-1442490	Collagen degradation	CD44	6	173	-2.2034	-0.1798	-2.0236	0.17624532622974362	0.9958970300880995	False
R-HSA-975577	N-Glycan antennae elongation	CHI3L1	6	173	0.0977	0.1547	-0.057	0.775397504428993	0.9958970300880995	False
R-HSA-975577	N-Glycan antennae elongation	CD44	6	173	2.0428	-0.2	2.2428	0.1952461139982714	0.9958970300880995	False
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	CHI3L1	6	173	-0.4438	0.1594	-0.6031	0.5917258301437284	0.9958970300880995	False
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	CD44	6	173	0.3144	-0.1808	0.4952	0.8359384580856594	0.9958970300880995	False
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	CD44	7	172	1.5153	-0.1904	1.7057	0.5181595138387395	0.9958970300880995	False
R-HSA-114516	Disinhibition of SNARE formation	CHI3L1	8	171	0.333	0.1547	0.1783	0.8452117617123331	0.9958970300880995	False
R-HSA-114516	Disinhibition of SNARE formation	CD44	8	171	-0.0718	-0.1808	0.109	0.82380942689094	0.9958970300880995	False
R-HSA-5218921	VEGFR2 mediated cell proliferation	CHI3L1	22	157	0.4734	0.1547	0.3187	0.5783780451627832	0.9958970300880995	False
R-HSA-5218921	VEGFR2 mediated cell proliferation	CD44	22	157	0.2756	-0.1808	0.4564	0.52267422970839	0.9958970300880995	False
R-HSA-9635465	Suppression of apoptosis	CHI3L1	7	172	0.8745	0.1452	0.7294	0.5767453082975592	0.9958970300880995	False
R-HSA-9635465	Suppression of apoptosis	CD44	7	172	-0.2727	-0.1803	-0.0923	0.7679832254109434	0.9958970300880995	False
R-HSA-9937850	NuRD complex assembly	CHI3L1	9	170	1.408	0.0915	1.3165	0.1968797844032515	0.9958970300880995	False
R-HSA-9937850	NuRD complex assembly	CD44	9	170	-0.2727	-0.1803	-0.0923	0.5905907423370365	0.9958970300880995	False
R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	CHI3L1	7	172	1.1736	0.1231	1.0505	0.5667768582954895	0.9958970300880995	False
R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	CD44	7	172	-0.2727	-0.1803	-0.0923	0.8299050628832968	0.9958970300880995	False
R-HSA-73762	RNA Polymerase I Transcription Initiation	CHI3L1	13	166	0.8745	0.1452	0.7294	0.8872914618197577	0.9958970300880995	False
R-HSA-68616	Assembly of the ORC complex at the origin of replication	CHI3L1	5	174	0.8745	0.1452	0.7294	0.8886538639219957	0.9958970300880995	False
R-HSA-68616	Assembly of the ORC complex at the origin of replication	CD44	5	174	1.5153	-0.1904	1.7057	0.15949003774573586	0.9958970300880995	False
R-HSA-140342	Apoptosis induced DNA fragmentation	CHI3L1	6	173	2.1849	0.1356	2.0493	0.10951508706465327	0.9958970300880995	False
R-HSA-140342	Apoptosis induced DNA fragmentation	CD44	6	173	-0.2908	-0.1798	-0.111	0.7278671603620764	0.9958970300880995	False
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	CHI3L1	5	174	0.9566	0.1452	0.8115	0.6926885303702064	0.9958970300880995	False
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	CD44	5	174	-0.8116	-0.1606	-0.651	0.09264307791802955	0.9958970300880995	False
R-HSA-1250196	SHC1 events in ERBB2 signaling	CHI3L1	6	173	-0.4438	0.1594	-0.6031	0.5333024639939349	0.9958970300880995	False
R-HSA-1250196	SHC1 events in ERBB2 signaling	CD44	6	173	-0.4326	-0.1724	-0.2601	0.3389245971083646	0.9958970300880995	False
R-HSA-525793	Myogenesis	CHI3L1	19	160	-0.2085	0.157	-0.3655	0.6957790699374558	0.9958970300880995	False
R-HSA-525793	Myogenesis	CD44	19	160	-0.1724	-0.1904	0.018	0.7377537605061053	0.9958970300880995	False
