pathway_id	pathway_name	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
R-HSA-163680	AMPK inhibits chREBP transcriptional activation activity	CHI3L1	6	173	-0.4438	0.1594	-0.6031	0.6928518709751124	0.9958970300880995	False
R-HSA-163680	AMPK inhibits chREBP transcriptional activation activity	CD44	6	173	1.8904	-0.2	2.0904	0.18422177086079103	0.9958970300880995	False
R-HSA-77075	RNA Pol II CTD phosphorylation and interaction with CE	CHI3L1	5	174	-0.64	0.166	-0.806	0.2696272734499027	0.9958970300880995	False
R-HSA-6803529	FGFR2 alternative splicing	CHI3L1	12	167	0.2209	0.1547	0.0662	0.7929883494032177	0.9958970300880995	False
R-HSA-6803529	FGFR2 alternative splicing	CD44	12	167	0.1362	-0.2	0.3362	0.735805839824752	0.9958970300880995	False
R-HSA-167160	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	CHI3L1	5	174	-0.64	0.166	-0.806	0.2696272734499027	0.9958970300880995	False
R-HSA-72086	mRNA Capping	CHI3L1	12	167	0.2209	0.1547	0.0662	0.7929883494032177	0.9958970300880995	False
R-HSA-72086	mRNA Capping	CD44	12	167	0.1362	-0.2	0.3362	0.735805839824752	0.9958970300880995	False
R-HSA-167158	Formation of the HIV-1 Early Elongation Complex	CHI3L1	12	167	0.2209	0.1547	0.0662	0.7929883494032177	0.9958970300880995	False
R-HSA-167158	Formation of the HIV-1 Early Elongation Complex	CD44	12	167	0.1362	-0.2	0.3362	0.735805839824752	0.9958970300880995	False
R-HSA-113418	Formation of the Early Elongation Complex	CHI3L1	12	167	0.2209	0.1547	0.0662	0.7929883494032177	0.9958970300880995	False
R-HSA-113418	Formation of the Early Elongation Complex	CD44	12	167	0.1362	-0.2	0.3362	0.735805839824752	0.9958970300880995	False
R-HSA-167242	Abortive elongation of HIV-1 transcript in the absence of Tat	CHI3L1	12	167	0.2209	0.1547	0.0662	0.7929883494032177	0.9958970300880995	False
R-HSA-167242	Abortive elongation of HIV-1 transcript in the absence of Tat	CD44	12	167	0.1362	-0.2	0.3362	0.735805839824752	0.9958970300880995	False
R-HSA-8851708	Signaling by FGFR2 IIIa TM	CHI3L1	12	167	0.2209	0.1547	0.0662	0.7929883494032177	0.9958970300880995	False
R-HSA-8851708	Signaling by FGFR2 IIIa TM	CD44	12	167	0.1362	-0.2	0.3362	0.735805839824752	0.9958970300880995	False
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	CD44	7	172	-0.2965	-0.1761	-0.1203	0.6858443829369166	0.9958970300880995	False
R-HSA-9665348	Signaling by ERBB2 ECD mutants	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-9665348	Signaling by ERBB2 ECD mutants	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-9664565	Signaling by ERBB2 KD Mutants	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-9664565	Signaling by ERBB2 KD Mutants	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-5637810	Constitutive Signaling by EGFRvIII	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-5637810	Constitutive Signaling by EGFRvIII	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-8985586	SLIT2:ROBO1 increases RHOA activity	CHI3L1	9	170	1.1736	0.1231	1.0505	0.2924065878656653	0.9958970300880995	False
R-HSA-8985586	SLIT2:ROBO1 increases RHOA activity	CD44	9	170	-0.2727	-0.1803	-0.0923	0.897579857755944	0.9958970300880995	False
R-HSA-9837999	Mitochondrial protein degradation	CHI3L1	12	167	-0.178	0.1594	-0.3374	0.8513066629409123	0.9958970300880995	False
R-HSA-9837999	Mitochondrial protein degradation	CD44	12	167	-0.4147	-0.1724	-0.2422	0.5582617205154095	0.9958970300880995	False
R-HSA-2424491	DAP12 signaling	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-2424491	DAP12 signaling	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-201556	Signaling by ALK	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-201556	Signaling by ALK	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-5655291	Signaling by FGFR4 in disease	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-5655291	Signaling by FGFR4 in disease	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-212718	EGFR interacts with phospholipase C-gamma	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-212718	EGFR interacts with phospholipase C-gamma	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-5655332	Signaling by FGFR3 in disease	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-5655332	Signaling by FGFR3 in disease	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-2029485	Role of phospholipids in phagocytosis	CHI3L1	17	162	1.408	0.1452	1.2628	0.4126758693072542	0.9958970300880995	False
R-HSA-2029485	Role of phospholipids in phagocytosis	CD44	17	162	-0.2727	-0.1803	-0.0923	0.6884298866657481	0.9958970300880995	False
R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-1251932	PLCG1 events in ERBB2 signaling	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-1251932	PLCG1 events in ERBB2 signaling	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-9026527	Activated NTRK2 signals through PLCG1	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-9026527	Activated NTRK2 signals through PLCG1	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-167021	PLC-gamma1 signalling	CHI3L1	10	169	2.5802	0.1107	2.4695	0.04346032226977164	0.9958970300880995	False
R-HSA-167021	PLC-gamma1 signalling	CD44	10	169	0.3217	-0.1808	0.5025	0.23894043554612687	0.9958970300880995	False
R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9958970300880995	False
R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9958970300880995	False
R-HSA-5655253	Signaling by FGFR2 in disease	CHI3L1	9	170	3.7524	0.1231	3.6293	0.0378930863861535	0.9958970300880995	False
R-HSA-5655253	Signaling by FGFR2 in disease	CD44	9	170	0.916	-0.1904	1.1064	0.10797991131732132	0.9958970300880995	False
R-HSA-1489509	DAG and IP3 signaling	CHI3L1	17	162	1.408	0.1452	1.2628	0.4126758693072542	0.9958970300880995	False
R-HSA-1489509	DAG and IP3 signaling	CD44	17	162	-0.2727	-0.1803	-0.0923	0.6884298866657481	0.9958970300880995	False
R-HSA-2028269	Signaling by Hippo	CHI3L1	7	172	1.408	0.1231	1.2848	0.13209220485066722	0.9958970300880995	False
R-HSA-2028269	Signaling by Hippo	CD44	7	172	-0.3682	-0.1606	-0.2076	0.44053880288178693	0.9958970300880995	False
R-HSA-9840309	Glycosphingolipid biosynthesis	CHI3L1	6	173	-0.4438	0.1594	-0.6031	0.48766151128573537	0.9958970300880995	False
R-HSA-9840309	Glycosphingolipid biosynthesis	CD44	6	173	-0.6164	-0.1798	-0.4366	0.6584501478603312	0.9958970300880995	False
R-HSA-8873719	RAB geranylgeranylation	CHI3L1	15	164	1.408	0.1231	1.2848	0.18349195648934824	0.9958970300880995	False
R-HSA-8873719	RAB geranylgeranylation	CD44	15	164	0.916	-0.2248	1.1409	0.11175154667312888	0.9958970300880995	False
R-HSA-917977	Transferrin endocytosis and recycling	CHI3L1	5	174	0.2217	0.1452	0.0766	0.8220214008151181	0.9958970300880995	False
R-HSA-917977	Transferrin endocytosis and recycling	CD44	5	174	-0.309	-0.1803	-0.1287	0.9088076050176378	0.9958970300880995	False
R-HSA-1222556	ROS and RNS production in phagocytes	CHI3L1	5	174	0.2217	0.1452	0.0766	0.8220214008151181	0.9958970300880995	False
R-HSA-1222556	ROS and RNS production in phagocytes	CD44	5	174	-0.309	-0.1803	-0.1287	0.9088076050176378	0.9958970300880995	False
R-HSA-983712	Ion channel transport	CHI3L1	5	174	0.2217	0.1452	0.0766	0.8220214008151181	0.9958970300880995	False
R-HSA-983712	Ion channel transport	CD44	5	174	-0.309	-0.1803	-0.1287	0.9088076050176378	0.9958970300880995	False
R-HSA-1369007	Mitochondrial ABC transporters	CHI3L1	5	174	-0.0617	0.157	-0.2188	0.848557711591728	0.9958970300880995	False
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	CHI3L1	11	168	1.408	0.1452	1.2628	0.8546484560142784	0.9958970300880995	False
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	CD44	11	168	-0.309	-0.1761	-0.1329	0.3920583006492756	0.9958970300880995	False
R-HSA-9629569	Protein hydroxylation	CHI3L1	6	173	0.5997	0.1547	0.4451	0.8665838401738778	0.9958970300880995	False
R-HSA-9629569	Protein hydroxylation	CD44	6	173	-0.9682	-0.1724	-0.7958	0.08892914593171262	0.9958970300880995	False
R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	CHI3L1	5	174	0.8745	0.1452	0.7294	0.525490692976216	0.9958970300880995	False
R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	CD44	5	174	-0.2727	-0.1803	-0.0923	0.4603662575618969	0.9958970300880995	False
R-HSA-4755510	SUMOylation of immune response proteins	CHI3L1	6	173	1.4803	0.1356	1.3447	0.09213847472163095	0.9958970300880995	False
R-HSA-4755510	SUMOylation of immune response proteins	CD44	6	173	0.4795	-0.2	0.6795	0.30756202118394527	0.9958970300880995	False
R-HSA-9694631	Maturation of nucleoprotein	CHI3L1	5	174	-0.0199	0.157	-0.1769	0.9222744760232164	0.9958970300880995	False
R-HSA-9694631	Maturation of nucleoprotein	CD44	5	174	-0.4389	-0.1761	-0.2628	0.588839404324723	0.9958970300880995	False
R-HSA-3065679	SUMO is proteolytically processed	CHI3L1	8	171	2.5802	0.1356	2.4446	0.14202153870620224	0.9958970300880995	False
R-HSA-3065679	SUMO is proteolytically processed	CD44	8	171	0.3718	-0.2	0.5718	0.18481268888005176	0.9958970300880995	False
R-HSA-3232118	SUMOylation of transcription factors	CHI3L1	6	173	1.4803	0.1356	1.3447	0.09213847472163095	0.9958970300880995	False
R-HSA-3232118	SUMOylation of transcription factors	CD44	6	173	0.4795	-0.2	0.6795	0.30756202118394527	0.9958970300880995	False
R-HSA-8951430	RUNX3 regulates WNT signaling	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.7825774184960889	0.9958970300880995	False
R-HSA-8951430	RUNX3 regulates WNT signaling	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7825774184960889	0.9958970300880995	False
R-HSA-9754189	Germ layer formation at gastrulation	CHI3L1	5	174	1.1736	0.1452	1.0285	0.6429973344353047	0.9958970300880995	False
R-HSA-9754189	Germ layer formation at gastrulation	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7630422748289097	0.9958970300880995	False
R-HSA-9764561	Regulation of CDH1 Function	CHI3L1	9	170	-0.2085	0.157	-0.3655	0.7438579710454349	0.9958970300880995	False
R-HSA-9764561	Regulation of CDH1 Function	CD44	9	170	-0.2727	-0.1803	-0.0923	0.6511484072797518	0.9958970300880995	False
R-HSA-9833576	CDH11 homotypic and heterotypic interactions	CHI3L1	13	166	-0.7408	0.166	-0.9068	0.1341551118752325	0.9958970300880995	False
R-HSA-9833576	CDH11 homotypic and heterotypic interactions	CD44	13	166	-0.5687	-0.1488	-0.4199	0.3843838887890839	0.9958970300880995	False
R-HSA-9733709	Cardiogenesis	CHI3L1	6	173	-0.9873	0.1594	-1.1467	0.23421193259827444	0.9958970300880995	False
R-HSA-9733709	Cardiogenesis	CD44	6	173	-0.2225	-0.1808	-0.0417	0.6641385337040854	0.9958970300880995	False
R-HSA-4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.7825774184960889	0.9958970300880995	False
R-HSA-4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7825774184960889	0.9958970300880995	False
R-HSA-9823730	Formation of definitive endoderm	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.7825774184960889	0.9958970300880995	False
R-HSA-9823730	Formation of definitive endoderm	CD44	5	174	-0.2727	-0.1803	-0.0923	0.7825774184960889	0.9958970300880995	False
R-HSA-9762292	Regulation of CDH11 function	CHI3L1	11	168	-0.2085	0.157	-0.3655	0.5581380631718751	0.9958970300880995	False
R-HSA-9762292	Regulation of CDH11 function	CD44	11	168	-0.3462	-0.1643	-0.1819	0.5341741080410207	0.9958970300880995	False
R-HSA-9764302	Regulation of CDH19 Expression and Function	CHI3L1	7	172	-0.7408	0.166	-0.9068	0.29579114393723027	0.9958970300880995	False
R-HSA-399710	Activation of AMPA receptors	CHI3L1	6	173	1.1412	0.1356	1.0056	0.2780868176188535	0.9958970300880995	False
R-HSA-399710	Activation of AMPA receptors	CD44	6	173	0.6577	-0.1808	0.8385	0.3269431206197047	0.9958970300880995	False
R-HSA-9009391	Extra-nuclear estrogen signaling	CD44	10	169	0.5435	-0.1808	0.7243	0.15853177322501721	0.9958970300880995	False
R-HSA-447043	Neurofascin interactions	CD44	7	172	-0.8116	-0.1761	-0.6355	0.4105412165794226	0.9958970300880995	False
R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	CHI3L1	5	174	1.408	0.1231	1.2848	0.26582646274208094	0.9958970300880995	False
R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	CD44	5	174	0.678	-0.1904	0.8684	0.31795073689801917	0.9958970300880995	False
R-HSA-9630794	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	CHI3L1	5	174	1.408	0.1231	1.2848	0.26582646274208094	0.9958970300880995	False
R-HSA-9630794	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	CD44	5	174	0.678	-0.1904	0.8684	0.31795073689801917	0.9958970300880995	False
R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	CHI3L1	5	174	1.408	0.1231	1.2848	0.26582646274208094	0.9958970300880995	False
R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	CD44	5	174	0.678	-0.1904	0.8684	0.31795073689801917	0.9958970300880995	False
R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	CHI3L1	5	174	1.408	0.1231	1.2848	0.26582646274208094	0.9958970300880995	False
R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	CD44	5	174	0.678	-0.1904	0.8684	0.31795073689801917	0.9958970300880995	False
R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	CHI3L1	5	174	1.408	0.1231	1.2848	0.26582646274208094	0.9958970300880995	False
R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	CD44	5	174	0.678	-0.1904	0.8684	0.31795073689801917	0.9958970300880995	False
R-HSA-8878166	Transcriptional regulation by RUNX2	CHI3L1	8	171	1.1412	0.1356	1.0056	0.28975834436059394	0.9958970300880995	False
R-HSA-8878166	Transcriptional regulation by RUNX2	CD44	8	171	-0.2908	-0.1798	-0.111	0.9154546365430802	0.9958970300880995	False
R-HSA-8849470	PTK6 Regulates Cell Cycle	CHI3L1	5	174	1.408	0.1231	1.2848	0.26582646274208094	0.9958970300880995	False
R-HSA-8849470	PTK6 Regulates Cell Cycle	CD44	5	174	0.678	-0.1904	0.8684	0.31795073689801917	0.9958970300880995	False
R-HSA-210991	Basigin interactions	CHI3L1	5	174	-0.2085	0.157	-0.3655	0.7244011909548349	0.9958970300880995	False
R-HSA-210991	Basigin interactions	CD44	5	174	-1.97	-0.1606	-1.8093	0.020764319128663663	0.9958970300880995	False
R-HSA-352230	Amino acid transport across the plasma membrane	CHI3L1	10	169	1.4803	0.1356	1.3447	0.5402913746074198	0.9958970300880995	False
R-HSA-352230	Amino acid transport across the plasma membrane	CD44	10	169	-0.3386	-0.1724	-0.1662	0.23644471557230384	0.9958970300880995	False
R-HSA-901042	Calnexin/calreticulin cycle	CHI3L1	6	173	1.4803	0.1107	1.3697	0.15617407585754717	0.9958970300880995	False
R-HSA-901042	Calnexin/calreticulin cycle	CD44	6	173	0.2756	-0.1808	0.4564	0.4394028425383583	0.9958970300880995	False
R-HSA-211981	Xenobiotics	CHI3L1	6	173	0.1527	0.1547	-0.002	0.6136397325819302	0.9958970300880995	False
R-HSA-211981	Xenobiotics	CD44	6	173	-0.2225	-0.1808	-0.0417	0.6584501478603312	0.9958970300880995	False
R-HSA-211945	Phase I - Functionalization of compounds	CHI3L1	7	172	1.2402	0.1452	1.095	0.8813498658065119	0.9958970300880995	False
R-HSA-211945	Phase I - Functionalization of compounds	CD44	7	172	-0.1724	-0.1904	0.018	0.3169126716481627	0.9958970300880995	False
R-HSA-8937144	Aryl hydrocarbon receptor signalling	CD44	8	171	-0.2225	-0.1808	-0.0417	0.7708842647676707	0.9958970300880995	False
R-HSA-203615	eNOS activation	CHI3L1	5	174	1.1736	0.1231	1.0505	0.16218410141589454	0.9958970300880995	False
R-HSA-203615	eNOS activation	CD44	5	174	-0.7464	-0.1761	-0.5702	0.5198992551703236	0.9958970300880995	False
R-HSA-376172	DSCAM interactions	CHI3L1	13	166	1.1736	0.1231	1.0505	0.2699018218563346	0.9958970300880995	False
R-HSA-8948216	Collagen chain trimerization	CHI3L1	6	173	0.2473	0.1547	0.0926	0.9532756837413305	0.9976374170237353	False
R-HSA-180746	Nuclear import of Rev protein	CHI3L1	13	166	-0.1719	0.166	-0.3379	0.9534615904396584	0.9976374170237353	False
R-HSA-5576893	Phase 2 - plateau phase	CHI3L1	18	161	0.3034	0.1547	0.1487	0.9521925980492187	0.9976374170237353	False
R-HSA-9764302	Regulation of CDH19 Expression and Function	CD44	7	172	-0.2727	-0.1803	-0.0923	0.9506589583526521	0.9976374170237353	False
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	CHI3L1	13	166	-0.1719	0.166	-0.3379	0.9534615904396584	0.9976374170237353	False
R-HSA-392517	Rap1 signalling	CHI3L1	6	173	0.0977	0.1547	-0.057	0.9532756837413305	0.9976374170237353	False
R-HSA-112043	PLC beta mediated events	CHI3L1	15	164	0.1107	0.157	-0.0464	0.9522618745531115	0.9976374170237353	False
R-HSA-3928663	EPHA-mediated growth cone collapse	CD44	20	159	-0.2908	-0.1798	-0.111	0.9507123450463045	0.9976374170237353	False
R-HSA-5689896	Ovarian tumor domain proteases	CD44	64	115	-0.2543	-0.1724	-0.0819	0.9555979616566089	0.9976960158091868	False
R-HSA-500657	Presynaptic function of Kainate receptors	CHI3L1	11	168	0.1107	0.157	-0.0464	0.9592831897635463	0.9976960158091868	False
R-HSA-8939211	ESR-mediated signaling	CD44	9	170	-0.45	-0.1803	-0.2697	0.9552554835026451	0.9976960158091868	False
R-HSA-1170546	Prolactin receptor signaling	CD44	25	154	-0.1808	-0.1899	0.0091	0.9552008827846545	0.9976960158091868	False
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	CHI3L1	7	172	-0.2085	0.157	-0.3655	0.9564579041974399	0.9976960158091868	False
R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	CHI3L1	6	173	0.3645	0.1547	0.2098	0.9595000890046838	0.9976960158091868	False
R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	CHI3L1	6	173	0.3645	0.1547	0.2098	0.9595000890046838	0.9976960158091868	False
