aliquot_barcode	true_mutation_count	case_barcode	timepoint
GLSS-19-0271-NB-01D-WXS-ZKP7GH	464	GLSS-19-0271	NB
GLSS-19-0271-R1-01D-WXS-9657ZY	464	GLSS-19-0271	R1
GLSS-19-0271-TP-01D-WXS-3TI55F	464	GLSS-19-0271	TP
GLSS-19-0272-NB-01D-WXS-FKUW3P	470	GLSS-19-0272	NB
GLSS-19-0272-R1-01D-WXS-E5JC16	470	GLSS-19-0272	R1
GLSS-19-0272-TP-01D-WXS-9YKK98	470	GLSS-19-0272	TP
GLSS-19-0273-NB-01D-WXS-Z4P98W	2382	GLSS-19-0273	NB
GLSS-19-0273-R1-01D-WXS-ZEKWL8	2382	GLSS-19-0273	R1
GLSS-19-0273-TP-01D-WXS-H00BNY	2382	GLSS-19-0273	TP
GLSS-19-0274-NB-01D-WXS-WUKBGV	433	GLSS-19-0274	NB
GLSS-19-0274-R1-01D-WXS-IAULWM	433	GLSS-19-0274	R1
GLSS-19-0274-TP-01D-WXS-F3BOIM	433	GLSS-19-0274	TP
GLSS-19-0277-NB-01D-WXS-OXVEGK	798	GLSS-19-0277	NB
GLSS-19-0277-R1-01D-WXS-OX9LZT	798	GLSS-19-0277	R1
GLSS-19-0277-TP-01D-WXS-CK54HQ	798	GLSS-19-0277	TP
GLSS-19-0278-NB-01D-WXS-62IWSL	547	GLSS-19-0278	NB
GLSS-19-0278-R1-01D-WXS-5MU7K1	547	GLSS-19-0278	R1
GLSS-19-0278-TP-01D-WXS-59Y0J0	547	GLSS-19-0278	TP
GLSS-19-0279-NB-01D-WXS-VGUX9V	8741	GLSS-19-0279	NB
GLSS-19-0279-R1-01D-WXS-92Q692	8741	GLSS-19-0279	R1
GLSS-19-0279-R2-01D-WXS-TVJ8F8	8741	GLSS-19-0279	R2
GLSS-19-0279-TP-01D-WXS-GQ9A87	8741	GLSS-19-0279	TP
GLSS-19-0280-NB-01D-WXS-Z129LN	674	GLSS-19-0280	NB
GLSS-19-0280-R1-01D-WXS-Z88Q0N	674	GLSS-19-0280	R1
GLSS-19-0280-TP-01D-WXS-V4MP15	674	GLSS-19-0280	TP
GLSS-AT-00P1-NB-01D-WXS-CAEJ1G	404	GLSS-AT-00P1	NB
GLSS-AT-00P1-R1-01D-WXS-437ED2	404	GLSS-AT-00P1	R1
GLSS-AT-00P1-TP-01D-WXS-EF0XQE	404	GLSS-AT-00P1	TP
GLSS-AT-00P2-NB-01D-WXS-Y5GF1T	496	GLSS-AT-00P2	NB
GLSS-AT-00P2-R1-01D-WXS-91HJSJ	496	GLSS-AT-00P2	R1
GLSS-AT-00P2-TP-01D-WXS-RBLYWF	496	GLSS-AT-00P2	TP
GLSS-AT-00P3-NB-01D-WXS-U3TN59	752	GLSS-AT-00P3	NB
GLSS-AT-00P3-R1-01D-WXS-N2Q7XG	752	GLSS-AT-00P3	R1
GLSS-AT-00P3-TP-01D-WXS-T88KH3	752	GLSS-AT-00P3	TP
GLSS-AT-00P4-NB-01D-WXS-00OYI2	3049	GLSS-AT-00P4	NB
GLSS-AT-00P4-R1-01D-WXS-REP89L	3049	GLSS-AT-00P4	R1
GLSS-AT-00P4-TP-01D-WXS-EIOJQ8	3049	GLSS-AT-00P4	TP
GLSS-AT-00P5-NB-01D-WXS-55130Q	395	GLSS-AT-00P5	NB
GLSS-AT-00P5-R1-01D-WXS-8VNHLX	395	GLSS-AT-00P5	R1
GLSS-AT-00P5-TP-01D-WXS-QAIYAY	395	GLSS-AT-00P5	TP
GLSS-AT-00P6-NB-01D-WXS-M1DTDB	559	GLSS-AT-00P6	NB
GLSS-AT-00P6-R1-01D-WXS-JQX1ST	559	GLSS-AT-00P6	R1
GLSS-AT-00P6-TP-01D-WXS-A3KN92	559	GLSS-AT-00P6	TP
GLSS-AT-00P7-NB-01D-WXS-35XTG9	379	GLSS-AT-00P7	NB
GLSS-AT-00P7-R1-01D-WXS-K26V8Q	379	GLSS-AT-00P7	R1
GLSS-AT-00P7-TP-01D-WXS-N53RYM	379	GLSS-AT-00P7	TP
GLSS-AT-GP01-NB-01D-WXS-ND65WH	2423	GLSS-AT-GP01	NB
GLSS-AT-GP01-R1-01D-WXS-AZT8L7	2423	GLSS-AT-GP01	R1
GLSS-AT-GP01-R1-02D-WXS-U5GPYY	2423	GLSS-AT-GP01	R1
GLSS-AT-GP01-R1-03D-WXS-SXQB8I	2423	GLSS-AT-GP01	R1
GLSS-AT-GP01-R1-04D-WXS-WAMUH4	2423	GLSS-AT-GP01	R1
GLSS-AT-GP01-TP-01D-WXS-TI55UY	2423	GLSS-AT-GP01	TP
GLSS-AT-GP01-TP-02D-WXS-DPVLWZ	2423	GLSS-AT-GP01	TP
GLSS-AT-GP01-TP-03D-WXS-VHOP3P	2423	GLSS-AT-GP01	TP
GLSS-CU-P003-NB-01D-WXS-2LP7VK	251	GLSS-CU-P003	NB
GLSS-CU-P003-R1-01D-WXS-C8CULF	251	GLSS-CU-P003	R1
GLSS-CU-P003-TP-01D-WXS-RDWJOX	251	GLSS-CU-P003	TP
GLSS-CU-P013-NB-01D-WXS-BZ3A6H	391	GLSS-CU-P013	NB
GLSS-CU-P013-R1-01D-WXS-BXILBV	391	GLSS-CU-P013	R1
GLSS-CU-P013-R2-01D-WXS-66RB3G	391	GLSS-CU-P013	R2
GLSS-CU-P013-R3-01D-WXS-37WEX9	391	GLSS-CU-P013	R3
GLSS-CU-P020-NB-01D-WXS-Z8C21T	441	GLSS-CU-P020	NB
GLSS-CU-P020-R1-01D-WXS-8WJOL7	441	GLSS-CU-P020	R1
GLSS-CU-P020-R2-01D-WXS-4LGDBO	441	GLSS-CU-P020	R2
GLSS-CU-P020-R3-01D-WXS-PG6PK1	441	GLSS-CU-P020	R3
GLSS-CU-P021-NB-01D-WXS-7K6RUH	220	GLSS-CU-P021	NB
GLSS-CU-P021-R1-01D-WXS-8QGOSS	220	GLSS-CU-P021	R1
GLSS-CU-P021-R2-01D-WXS-ADYWU6	220	GLSS-CU-P021	R2
GLSS-CU-P021-TP-01D-WXS-Y82P1D	220	GLSS-CU-P021	TP
GLSS-CU-P024-NB-01D-WXS-5T2S7B	251	GLSS-CU-P024	NB
GLSS-CU-P024-R1-01D-WXS-07EVRT	251	GLSS-CU-P024	R1
GLSS-CU-P024-R2-01D-WXS-S4ILEI	251	GLSS-CU-P024	R2
GLSS-CU-P024-TP-01D-WXS-GID8LY	251	GLSS-CU-P024	TP
GLSS-CU-P025-NB-01D-WXS-745KCT	353	GLSS-CU-P025	NB
GLSS-CU-P025-R1-01D-WXS-LNTGH5	353	GLSS-CU-P025	R1
GLSS-CU-P025-R2-01D-WXS-INWMNR	353	GLSS-CU-P025	R2
GLSS-CU-P046-NB-01D-WXS-N1ADIN	277	GLSS-CU-P046	NB
GLSS-CU-P046-R1-01D-WXS-GR5873	277	GLSS-CU-P046	R1
GLSS-CU-P046-TP-01D-WXS-T8ZFA7	277	GLSS-CU-P046	TP
GLSS-CU-P053-NB-01D-WXS-JVBHFT	366	GLSS-CU-P053	NB
GLSS-CU-P053-R1-01D-WXS-104YQT	366	GLSS-CU-P053	R1
GLSS-CU-P053-R2-01D-WXS-XQU5PI	366	GLSS-CU-P053	R2
GLSS-CU-P053-R2-02D-WXS-RR1S5T	366	GLSS-CU-P053	R2
GLSS-CU-P053-TP-01D-WXS-HNB8FO	366	GLSS-CU-P053	TP
GLSS-CU-P055-NB-01D-WXS-DL1RYE	571	GLSS-CU-P055	NB
GLSS-CU-P055-R1-01D-WXS-CV1PJO	571	GLSS-CU-P055	R1
GLSS-CU-P055-R2-01D-WXS-SCJCO1	571	GLSS-CU-P055	R2
GLSS-CU-P055-TP-01D-WXS-FS5YF2	571	GLSS-CU-P055	TP
GLSS-CU-P056-NB-01D-WXS-BQ7DZN	437	GLSS-CU-P056	NB
GLSS-CU-P056-R1-01D-WXS-YP4X0P	437	GLSS-CU-P056	R1
GLSS-CU-P056-R2-01D-WXS-MWYTTF	437	GLSS-CU-P056	R2
GLSS-CU-P069-NB-01D-WXS-IL9IWW	316	GLSS-CU-P069	NB
GLSS-CU-P069-R1-01D-WXS-NI2L71	316	GLSS-CU-P069	R1
GLSS-CU-P069-TP-01D-WXS-9RCCCO	316	GLSS-CU-P069	TP
GLSS-CU-P071-NB-01D-WXS-SDK1ZI	255	GLSS-CU-P071	NB
GLSS-CU-P071-R1-01D-WXS-1VWGR3	255	GLSS-CU-P071	R1
GLSS-CU-P071-TP-01D-WXS-8HQOC8	255	GLSS-CU-P071	TP
GLSS-CU-P100-NB-01D-WXS-5XFXTJ	260	GLSS-CU-P100	NB
GLSS-CU-P100-R1-01D-WXS-4YC6JF	260	GLSS-CU-P100	R1
GLSS-CU-P100-R2-01D-WXS-H3H4QZ	260	GLSS-CU-P100	R2
GLSS-CU-P101-NB-01D-WXS-90MQK3	375	GLSS-CU-P101	NB
GLSS-CU-P101-R1-01D-WXS-572VXS	375	GLSS-CU-P101	R1
GLSS-CU-P101-R1-02D-WXS-DUQC6Z	375	GLSS-CU-P101	R1
GLSS-CU-P101-TP-01D-WXS-LOEA50	375	GLSS-CU-P101	TP
GLSS-CU-P102-NB-01D-WXS-IKLBUL	206	GLSS-CU-P102	NB
GLSS-CU-P102-R1-01D-WXS-5ZXJFT	206	GLSS-CU-P102	R1
GLSS-CU-P102-TP-01D-WXS-3CTL6N	206	GLSS-CU-P102	TP
GLSS-CU-R001-NB-01D-WXS-FJZR3M	367	GLSS-CU-R001	NB
GLSS-CU-R001-R1-01D-WXS-JPX46R	367	GLSS-CU-R001	R1
GLSS-CU-R001-TP-01D-WXS-AMZ2L2	367	GLSS-CU-R001	TP
GLSS-CU-R002-NB-01D-WXS-72PPQ8	667	GLSS-CU-R002	NB
GLSS-CU-R002-R1-01D-WXS-K6YTXM	667	GLSS-CU-R002	R1
GLSS-CU-R002-TP-01D-WXS-UVO6E0	667	GLSS-CU-R002	TP
GLSS-CU-R003-NB-01D-WXS-G5FBL5	348	GLSS-CU-R003	NB
GLSS-CU-R003-R1-01D-WXS-FGUFUE	348	GLSS-CU-R003	R1
GLSS-CU-R003-TP-01D-WXS-2K70Z2	348	GLSS-CU-R003	TP
GLSS-CU-R004-NB-01D-WXS-6PYRJ6	466	GLSS-CU-R004	NB
GLSS-CU-R004-R1-01D-WXS-WV26B3	466	GLSS-CU-R004	R1
GLSS-CU-R004-TP-01D-WXS-46GQ36	466	GLSS-CU-R004	TP
GLSS-CU-R005-NB-01D-WXS-PODBA7	351	GLSS-CU-R005	NB
GLSS-CU-R005-R1-01D-WXS-78REC1	351	GLSS-CU-R005	R1
GLSS-CU-R005-TP-01D-WXS-TOQ8RG	351	GLSS-CU-R005	TP
GLSS-CU-R006-NB-01D-WXS-UUS6V1	683	GLSS-CU-R006	NB
GLSS-CU-R006-R1-01D-WXS-OQXLD2	683	GLSS-CU-R006	R1
GLSS-CU-R006-TP-01D-WXS-NBP8Q6	683	GLSS-CU-R006	TP
GLSS-CU-R007-NB-01D-WXS-1X1ZYX	13466	GLSS-CU-R007	NB
GLSS-CU-R007-R1-01D-WXS-Y6X0JQ	13466	GLSS-CU-R007	R1
GLSS-CU-R007-TP-01D-WXS-TUWWCG	13466	GLSS-CU-R007	TP
GLSS-CU-R008-NB-01D-WXS-6EKEJN	401	GLSS-CU-R008	NB
GLSS-CU-R008-R1-01D-WXS-TCGMUM	401	GLSS-CU-R008	R1
GLSS-CU-R008-TP-01D-WXS-0238UJ	401	GLSS-CU-R008	TP
GLSS-CU-R009-NB-01D-WXS-HNYE94	411	GLSS-CU-R009	NB
GLSS-CU-R009-R1-01D-WXS-6KTSKN	411	GLSS-CU-R009	R1
GLSS-CU-R009-TP-01D-WXS-6VKK28	411	GLSS-CU-R009	TP
GLSS-CU-R010-NB-01D-WXS-0V2U96	10011	GLSS-CU-R010	NB
GLSS-CU-R010-R1-01D-WXS-LC99UJ	10011	GLSS-CU-R010	R1
GLSS-CU-R010-TP-01D-WXS-MWMVOK	10011	GLSS-CU-R010	TP
GLSS-CU-R011-NB-01D-WXS-OX1PT1	180	GLSS-CU-R011	NB
GLSS-CU-R011-R1-01D-WXS-FCKN39	180	GLSS-CU-R011	R1
GLSS-CU-R011-TP-01D-WXS-BHD2A1	180	GLSS-CU-R011	TP
GLSS-CU-R012-NB-01D-WXS-W15BIY	587	GLSS-CU-R012	NB
GLSS-CU-R012-R1-01D-WXS-UM4BXY	587	GLSS-CU-R012	R1
GLSS-CU-R012-TP-01D-WXS-98HFOG	587	GLSS-CU-R012	TP
GLSS-CU-R013-NB-01D-WXS-TATK7B	387	GLSS-CU-R013	NB
GLSS-CU-R013-R1-01D-WXS-PWPOB5	387	GLSS-CU-R013	R1
GLSS-CU-R013-TP-01D-WXS-90BYMA	387	GLSS-CU-R013	TP
GLSS-CU-R014-NB-01D-WXS-G3IV67	1047	GLSS-CU-R014	NB
GLSS-CU-R014-R1-01D-WXS-C9ODK4	1047	GLSS-CU-R014	R1
GLSS-CU-R014-TP-01D-WXS-E86YTX	1047	GLSS-CU-R014	TP
GLSS-CU-R015-NB-01D-WXS-NWL39G	407	GLSS-CU-R015	NB
GLSS-CU-R015-R1-01D-WXS-N22X13	407	GLSS-CU-R015	R1
GLSS-CU-R015-TP-01D-WXS-CPT7WM	407	GLSS-CU-R015	TP
GLSS-CU-R016-NB-01D-WXS-JBZQFH	393	GLSS-CU-R016	NB
GLSS-CU-R016-R1-01D-WXS-T8EO52	393	GLSS-CU-R016	R1
GLSS-CU-R016-TP-01D-WXS-536A57	393	GLSS-CU-R016	TP
GLSS-CU-R017-NB-01D-WXS-W89V0Q	977	GLSS-CU-R017	NB
GLSS-CU-R017-R1-01D-WXS-C0CBCW	977	GLSS-CU-R017	R1
GLSS-CU-R017-TP-01D-WXS-80WCK4	977	GLSS-CU-R017	TP
GLSS-CU-R018-NB-01D-WXS-AGHRCS	299	GLSS-CU-R018	NB
GLSS-CU-R018-R1-01D-WXS-PKDTNA	299	GLSS-CU-R018	R1
GLSS-CU-R018-TP-01D-WXS-RTZK1Q	299	GLSS-CU-R018	TP
GLSS-CU-R019-NB-01D-WXS-DWITBA	226	GLSS-CU-R019	NB
GLSS-CU-R019-R1-01D-WXS-NAXQ9K	226	GLSS-CU-R019	R1
GLSS-CU-R019-TP-01D-WXS-ZMMX2S	226	GLSS-CU-R019	TP
GLSS-DF-0002-NB-01D-WXS-8FL8IL	68	GLSS-DF-0002	NB
GLSS-DF-0002-R1-01D-WXS-9PUE7K	68	GLSS-DF-0002	R1
GLSS-DF-0002-TP-01D-WXS-JA9RJG	68	GLSS-DF-0002	TP
GLSS-DF-0003-NB-01D-WXS-BD38TB	171	GLSS-DF-0003	NB
GLSS-DF-0003-R1-01D-WXS-BKUKVH	171	GLSS-DF-0003	R1
GLSS-DF-0003-TP-01D-WXS-IMR04G	171	GLSS-DF-0003	TP
GLSS-DF-0004-NB-01D-WXS-I1WULQ	123	GLSS-DF-0004	NB
GLSS-DF-0004-R1-01D-WXS-I8R74A	123	GLSS-DF-0004	R1
GLSS-DF-0004-TP-01D-WXS-2I99NC	123	GLSS-DF-0004	TP
GLSS-DF-0006-NB-01D-WXS-WFREF2	424	GLSS-DF-0006	NB
GLSS-DF-0006-R1-01D-WXS-TXXURV	424	GLSS-DF-0006	R1
GLSS-DF-0006-TP-01D-WXS-O9DBZ4	424	GLSS-DF-0006	TP
GLSS-DF-0007-NB-01D-WXS-8C1DT2	171	GLSS-DF-0007	NB
GLSS-DF-0007-R1-01D-WXS-C7TKYT	171	GLSS-DF-0007	R1
GLSS-DF-0007-TP-01D-WXS-YYWNSP	171	GLSS-DF-0007	TP
GLSS-DF-0010-NB-01D-WXS-T1XR9S	218	GLSS-DF-0010	NB
GLSS-DF-0010-R1-01D-WXS-FDYDJ7	218	GLSS-DF-0010	R1
GLSS-DF-0010-TP-01D-WXS-BBMLTJ	218	GLSS-DF-0010	TP
GLSS-DF-0012-NB-01D-WXS-6PX10E	56	GLSS-DF-0012	NB
GLSS-DF-0012-R1-01D-WXS-QGRYN1	56	GLSS-DF-0012	R1
GLSS-DF-0012-TP-01D-WXS-MRWC9M	56	GLSS-DF-0012	TP
GLSS-DF-0013-NB-01D-WXS-NXWTEM	310503	GLSS-DF-0013	NB
GLSS-DF-0013-R1-01D-WXS-GGA62B	310503	GLSS-DF-0013	R1
GLSS-DF-0013-TP-01D-WXS-X404M0	310503	GLSS-DF-0013	TP
GLSS-DF-0014-NB-01D-WXS-E4X3EI	28587	GLSS-DF-0014	NB
GLSS-DF-0014-R1-01D-WXS-ZZNMIY	28587	GLSS-DF-0014	R1
GLSS-DF-0014-TP-01D-WXS-H9KDMM	28587	GLSS-DF-0014	TP
GLSS-DK-0001-NB-01D-WXS-F3559A	256	GLSS-DK-0001	NB
GLSS-DK-0001-R1-01D-WXS-D6A176	256	GLSS-DK-0001	R1
GLSS-DK-0001-TP-01D-WXS-CB26AA	256	GLSS-DK-0001	TP
GLSS-DK-0002-NB-01D-WXS-1F75B8	592	GLSS-DK-0002	NB
GLSS-DK-0002-R1-01D-WXS-631C19	592	GLSS-DK-0002	R1
GLSS-DK-0002-TP-01D-WXS-A2DF51	592	GLSS-DK-0002	TP
GLSS-DK-0003-NB-01D-WXS-4311A2	408	GLSS-DK-0003	NB
GLSS-DK-0003-R1-01D-WXS-89A5CD	408	GLSS-DK-0003	R1
GLSS-DK-0003-TP-01D-WXS-E43D26	408	GLSS-DK-0003	TP
GLSS-DK-0004-NB-01D-WXS-49679D	615	GLSS-DK-0004	NB
GLSS-DK-0004-R1-01D-WXS-BBC731	615	GLSS-DK-0004	R1
GLSS-DK-0004-TP-01D-WXS-6BD61E	615	GLSS-DK-0004	TP
GLSS-DK-0005-NB-01D-WXS-F75445	404	GLSS-DK-0005	NB
GLSS-DK-0005-R1-01D-WXS-8A678C	404	GLSS-DK-0005	R1
GLSS-DK-0005-TP-01D-WXS-EFBF4F	404	GLSS-DK-0005	TP
GLSS-DK-0006-NB-01D-WXS-4F5A3C	428	GLSS-DK-0006	NB
GLSS-DK-0006-R1-01D-WXS-CB1447	428	GLSS-DK-0006	R1
GLSS-DK-0006-TP-01D-WXS-47D949	428	GLSS-DK-0006	TP
GLSS-DK-0007-NB-01D-WXS-D134C1	343	GLSS-DK-0007	NB
GLSS-DK-0007-R1-01D-WXS-EB6DFA	343	GLSS-DK-0007	R1
GLSS-DK-0007-TP-01D-WXS-D7676B	343	GLSS-DK-0007	TP
GLSS-DK-0008-NB-01D-WXS-84EB57	33792	GLSS-DK-0008	NB
GLSS-DK-0008-R1-01D-WXS-DDD4B8	33792	GLSS-DK-0008	R1
GLSS-DK-0008-TP-01D-WXS-6C3ABC	33792	GLSS-DK-0008	TP
GLSS-DK-0009-NB-01D-WXS-D1BBBA	393	GLSS-DK-0009	NB
GLSS-DK-0009-R1-01D-WXS-E4E4D7	393	GLSS-DK-0009	R1
GLSS-DK-0009-TP-01D-WXS-291A6E	393	GLSS-DK-0009	TP
GLSS-DK-0010-NB-01D-WXS-11A584	247	GLSS-DK-0010	NB
GLSS-DK-0010-R1-01D-WXS-5EDAC1	247	GLSS-DK-0010	R1
GLSS-DK-0010-TP-01D-WXS-7155DD	247	GLSS-DK-0010	TP
GLSS-DK-0011-NB-01D-WXS-5FD6FE	282	GLSS-DK-0011	NB
GLSS-DK-0011-R1-01D-WXS-F55FA3	282	GLSS-DK-0011	R1
GLSS-DK-0011-TP-01D-WXS-B8468B	282	GLSS-DK-0011	TP
GLSS-DK-0012-NB-01D-WXS-ABCB18	318	GLSS-DK-0012	NB
GLSS-DK-0012-R1-01D-WXS-59BDDF	318	GLSS-DK-0012	R1
GLSS-DK-0012-TP-01D-WXS-93BDF8	318	GLSS-DK-0012	TP
GLSS-DK-0013-NB-01D-WXS-AFB864	465	GLSS-DK-0013	NB
GLSS-DK-0013-R1-01D-WXS-5EF8E1	465	GLSS-DK-0013	R1
GLSS-DK-0013-TP-01D-WXS-48CFAE	465	GLSS-DK-0013	TP
GLSS-DK-0014-NB-01D-WXS-B6227E	411	GLSS-DK-0014	NB
GLSS-DK-0014-R1-01D-WXS-259416	411	GLSS-DK-0014	R1
GLSS-DK-0014-TP-01D-WXS-731C2B	411	GLSS-DK-0014	TP
GLSS-DK-0015-NB-01D-WXS-D65836	5241	GLSS-DK-0015	NB
GLSS-DK-0015-R1-01D-WXS-4B4982	5241	GLSS-DK-0015	R1
GLSS-DK-0015-TP-01D-WXS-345234	5241	GLSS-DK-0015	TP
GLSS-HF-1CCD-NB-01D-WXS-6MJFXA	253	GLSS-HF-1CCD	NB
GLSS-HF-1CCD-R1-01D-WXS-8NJYI2	253	GLSS-HF-1CCD	R1
GLSS-HF-1CCD-R2-01D-WXS-797PXN	253	GLSS-HF-1CCD	R2
GLSS-HF-1DDC-NB-01D-WXS-ICJQCD	292	GLSS-HF-1DDC	NB
GLSS-HF-1DDC-R1-01D-WXS-Z3CV3L	292	GLSS-HF-1DDC	R1
GLSS-HF-1DDC-TP-01D-WXS-78JBF3	292	GLSS-HF-1DDC	TP
GLSS-HF-2548-NB-01D-WXS-DQF6ZD	4715	GLSS-HF-2548	NB
GLSS-HF-2548-R1-01D-WXS-DN2HD4	4715	GLSS-HF-2548	R1
GLSS-HF-2548-TP-01D-WXS-CPWUK8	4715	GLSS-HF-2548	TP
GLSS-HF-2829-NB-01D-WXS-FTWKTL	5443	GLSS-HF-2829	NB
GLSS-HF-2829-R1-01D-WXS-W19NLP	5443	GLSS-HF-2829	R1
GLSS-HF-2829-TP-01D-WXS-1OMY6S	5443	GLSS-HF-2829	TP
GLSS-HF-2869-NB-01D-WXS-URCHKZ	44566	GLSS-HF-2869	NB
GLSS-HF-2869-R3-01D-WXS-07LI3A	44566	GLSS-HF-2869	R3
GLSS-HF-2869-TP-01D-WXS-PNBQFR	44566	GLSS-HF-2869	TP
GLSS-HF-2919-NB-01D-WXS-M6IZBV	425	GLSS-HF-2919	NB
GLSS-HF-2919-R1-01D-WXS-CG67L5	425	GLSS-HF-2919	R1
GLSS-HF-2919-TP-01D-WXS-MIYI2Q	425	GLSS-HF-2919	TP
GLSS-HF-2934-NB-01D-WXS-GRGVXW	365	GLSS-HF-2934	NB
GLSS-HF-2934-R1-01D-WXS-MXE1L3	365	GLSS-HF-2934	R1
GLSS-HF-2934-TP-01D-WXS-OIDP86	365	GLSS-HF-2934	TP
GLSS-HF-2998-NB-01D-WXS-P8KS1J	212	GLSS-HF-2998	NB
GLSS-HF-2998-R1-01D-WXS-LCQISE	212	GLSS-HF-2998	R1
GLSS-HF-2998-TP-01D-WXS-0R9KZC	212	GLSS-HF-2998	TP
GLSS-HF-3016-NB-01D-WXS-04X8YW	5509	GLSS-HF-3016	NB
GLSS-HF-3016-NB-28D-WGS-0T6U6R	5509	GLSS-HF-3016	NB
GLSS-HF-3016-R1-01D-WGS-I9CPLG	5509	GLSS-HF-3016	R1
GLSS-HF-3016-R1-01D-WXS-M4KINS	5509	GLSS-HF-3016	R1
GLSS-HF-3016-TP-01D-WXS-LVAM11	5509	GLSS-HF-3016	TP
GLSS-HF-3016-TP-04D-WGS-EWVA49	5509	GLSS-HF-3016	TP
GLSS-HF-3050-NB-01D-WXS-YWRGJS	360	GLSS-HF-3050	NB
GLSS-HF-3050-R1-01D-WXS-6ELHQ3	360	GLSS-HF-3050	R1
GLSS-HF-3050-TP-01D-WXS-ECTQ63	360	GLSS-HF-3050	TP
GLSS-HF-3081-NB-01D-WXS-BSM22J	17677	GLSS-HF-3081	NB
GLSS-HF-3081-R2-01D-WXS-4LBL2G	17677	GLSS-HF-3081	R2
GLSS-HF-3081-TP-01D-WXS-V0EK51	17677	GLSS-HF-3081	TP
GLSS-HF-3118-NB-01D-WXS-F41EJ5	267	GLSS-HF-3118	NB
GLSS-HF-3118-R1-01D-WXS-QRF6VZ	267	GLSS-HF-3118	R1
GLSS-HF-3118-TP-01D-WXS-KVSTBB	267	GLSS-HF-3118	TP
GLSS-HF-3162-NB-01D-WXS-7MZ1OX	389	GLSS-HF-3162	NB
GLSS-HF-3162-R1-01D-WXS-3HVQJ6	389	GLSS-HF-3162	R1
GLSS-HF-3162-TP-01D-WXS-HTQZ6B	389	GLSS-HF-3162	TP
GLSS-HF-47E9-NB-01D-WXS-5HSF68	202	GLSS-HF-47E9	NB
GLSS-HF-47E9-R1-01D-WXS-F09NDY	202	GLSS-HF-47E9	R1
GLSS-HF-47E9-TP-01D-WXS-T0B3I1	202	GLSS-HF-47E9	TP
GLSS-HF-4B46-NB-01D-WXS-467DPE	271	GLSS-HF-4B46	NB
GLSS-HF-4B46-R1-01D-WXS-2M66B0	271	GLSS-HF-4B46	R1
GLSS-HF-4B46-TP-01D-WXS-RERKH8	271	GLSS-HF-4B46	TP
GLSS-HF-4D9A-NB-01D-WXS-09B71V	255	GLSS-HF-4D9A	NB
GLSS-HF-4D9A-R1-01D-WXS-IZDOCT	255	GLSS-HF-4D9A	R1
GLSS-HF-4D9A-TP-01D-WXS-FWAHDX	255	GLSS-HF-4D9A	TP
GLSS-HF-4F0A-NB-01D-WXS-ED8EGI	6284	GLSS-HF-4F0A	NB
GLSS-HF-4F0A-R1-01D-WXS-V6CC7C	6284	GLSS-HF-4F0A	R1
GLSS-HF-4F0A-R2-01D-WXS-YBRWA9	6284	GLSS-HF-4F0A	R2
GLSS-HF-4F0A-TP-01D-WXS-TGKMFA	6284	GLSS-HF-4F0A	TP
GLSS-HF-4FBF-NB-01D-WXS-1HQLYK	65	GLSS-HF-4FBF	NB
GLSS-HF-4FBF-R1-01D-WXS-XQIITC	65	GLSS-HF-4FBF	R1
GLSS-HF-4FBF-R2-01D-WXS-LRYNY5	65	GLSS-HF-4FBF	R2
GLSS-HF-50F3-NB-01D-WXS-VKB90P	327	GLSS-HF-50F3	NB
GLSS-HF-50F3-R2-01D-WXS-HBGS0K	327	GLSS-HF-50F3	R2
GLSS-HF-50F3-TP-01D-WXS-PY09HK	327	GLSS-HF-50F3	TP
GLSS-HF-57AE-NB-01D-WXS-G9LXSA	308	GLSS-HF-57AE	NB
GLSS-HF-57AE-R1-01D-WXS-9SQZEU	308	GLSS-HF-57AE	R1
GLSS-HF-57AE-R2-01D-WXS-W6LG2P	308	GLSS-HF-57AE	R2
GLSS-HF-57AE-TP-01D-WXS-WT5SNZ	308	GLSS-HF-57AE	TP
GLSS-HF-6504-NB-01D-WXS-0FU620	263	GLSS-HF-6504	NB
GLSS-HF-6504-R1-01D-WXS-JWA7VK	263	GLSS-HF-6504	R1
GLSS-HF-6504-TP-01D-WXS-V8VED1	263	GLSS-HF-6504	TP
GLSS-HF-6658-NB-01D-WXS-KNW5CW	269	GLSS-HF-6658	NB
GLSS-HF-6658-R1-01D-WXS-S2ACVZ	269	GLSS-HF-6658	R1
GLSS-HF-6658-TP-01D-WXS-GISZKR	269	GLSS-HF-6658	TP
GLSS-HF-753F-NB-01D-WXS-7MJ0TC	190	GLSS-HF-753F	NB
GLSS-HF-753F-R2-01D-WXS-E3HPID	190	GLSS-HF-753F	R2
GLSS-HF-753F-R4-01D-WXS-58IPEF	190	GLSS-HF-753F	R4
GLSS-HF-753F-R5-01D-WXS-V5GD48	190	GLSS-HF-753F	R5
GLSS-HF-7CAC-NB-01D-WXS-HZYJOV	596	GLSS-HF-7CAC	NB
GLSS-HF-7CAC-R1-01D-WXS-RYHJZB	596	GLSS-HF-7CAC	R1
GLSS-HF-7CAC-TP-01D-WXS-GDULCW	596	GLSS-HF-7CAC	TP
GLSS-HF-8FCD-NB-01D-WXS-A0JN25	11015	GLSS-HF-8FCD	NB
GLSS-HF-8FCD-R1-01D-WXS-EB7FNG	11015	GLSS-HF-8FCD	R1
