Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",1,136,0.00836871577133715,0.24219538659495188,0.24219538659495188,2,78,0.004848032817452918,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",1,136,0.00836871577133715,0.24219538659495188,0.24219538659495188,2,80,0.0049723413512337625,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1,137,0.008430250446126393,0.24374566515920104,0.24374566515920104,2,7,4.350798682329542E-4,9606,Homo sapiens,"EGFR","","R-HSA-2316434;R-HSA-8857925"
R-HSA-9816359,"Maternal to zygotic transition (MZT)",1,137,0.008430250446126393,0.24374566515920104,0.24374566515920104,2,46,0.002859096276959413,9606,Homo sapiens,"TP53","","R-HSA-9816389;R-HSA-9816369"
R-HSA-69481,"G2/M Checkpoints",1,142,0.00873792382007261,0.2514510425341485,0.2514510425341485,5,24,0.0014917024053701287,9606,Homo sapiens,"TP53","","R-HSA-6799332;R-HSA-8852354;R-HSA-8852337;R-HSA-8852351;R-HSA-6799246"
R-HSA-187037,"Signaling by NTRK1 (TRKA)",1,143,0.008799458494861854,0.25298295614493804,0.25298295614493804,1,102,0.0063397352228230465,9606,Homo sapiens,"STAT3","","R-HSA-198732"
R-HSA-1474228,"Degradation of the extracellular matrix",1,148,0.009107131868808073,0.26059703698521064,0.26059703698521064,1,105,0.006526198023494313,9606,Homo sapiens,"CD44","","R-HSA-1454791"
R-HSA-112316,"Neuronal System",2,489,0.030090455971940187,0.2615919376695398,0.2615919376695398,15,221,0.013736092982783268,9606,Homo sapiens,"NLGN3;GRIA2","","R-HSA-432162;R-HSA-6794338;R-HSA-6797568;R-HSA-421007;R-HSA-420975;R-HSA-9618750;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344;R-HSA-6794357;R-HSA-438037;R-HSA-6797554;R-HSA-416639;R-HSA-399711;R-HSA-416985"
R-HSA-8980692,"RHOA GTPase cycle",1,154,0.009476339917543536,0.2696346290874442,0.2696346290874442,1,6,3.7292560134253216E-4,9606,Homo sapiens,"OBSCN","","R-HSA-8980691"
R-HSA-9820952,"Respiratory Syncytial Virus Infection Pathway",1,154,0.009476339917543536,0.2696346290874442,0.2696346290874442,1,101,0.006277580955932624,9606,Homo sapiens,"EGFR","","R-HSA-9837625"
R-HSA-8856828,"Clathrin-mediated endocytosis",1,161,0.009907082641068241,0.2800431383961881,0.2800431383961881,16,35,0.002175399341164771,9606,Homo sapiens,"EGFR","","R-HSA-8868071;R-HSA-8866279;R-HSA-8868230;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8871194;R-HSA-8871193"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",1,166,0.01021475601501446,0.2873895729714605,0.2873895729714605,2,113,0.007023432158617689,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-166520,"Signaling by NTRKs",1,166,0.01021475601501446,0.2873895729714605,0.2873895729714605,1,164,0.010193299770029212,9606,Homo sapiens,"STAT3","","R-HSA-198732"
R-HSA-73887,"Death Receptor Signaling",1,172,0.010583964063749923,0.296109373650458,0.296109373650458,1,119,0.007396357759960222,9606,Homo sapiens,"OBSCN","","R-HSA-205039"
R-HSA-168249,"Innate Immune System",4,1387,0.08534859393268107,0.3097138786601129,0.3097138786601129,7,782,0.04860463670831003,9606,Homo sapiens,"IDH1;CHI3L1;TP53;CD44","","R-HSA-6798743;R-HSA-6800434;R-HSA-6798749;R-HSA-6798748;R-HSA-9749487;R-HSA-9749464;R-HSA-6798745"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",1,184,0.011322380161220847,0.313239652880573,0.313239652880573,1,132,0.008204363229535707,9606,Homo sapiens,"TP53","","R-HSA-2997706"
R-HSA-9909648,"Regulation of PD-L1(CD274) expression",1,191,0.011753122884745554,0.3230448898154247,0.3230448898154247,2,56,0.0034806389458636334,9606,Homo sapiens,"STAT3","","R-HSA-9909623;R-HSA-9909609"
R-HSA-2990846,"SUMOylation",1,193,0.011876192234324042,0.32582136101664727,0.32582136101664727,1,141,0.008763751631549506,9606,Homo sapiens,"TP53","","R-HSA-2997706"
R-HSA-983231,"Factors involved in megakaryocyte development and platelet production",1,194,0.011937726909113286,0.32720545254777667,0.32720545254777667,1,43,0.002672633476288147,9606,Homo sapiens,"TP53","","R-HSA-992696"
R-HSA-201681,"TCF dependent signaling in response to WNT",1,204,0.012553073657005722,0.34089568304955753,0.34089568304955753,1,71,0.004412952949219964,9606,Homo sapiens,"SOX2","","R-HSA-5626938"
R-HSA-69275,"G2/M Transition",1,205,0.012614608331794966,0.3422497535724063,0.3422497535724063,3,88,0.0054695754863571385,9606,Homo sapiens,"TP53","","R-HSA-8852354;R-HSA-8852337;R-HSA-8852351"
R-HSA-453274,"Mitotic G2-G2/M phases",1,207,0.012737677681373454,0.344949806765259,0.344949806765259,3,90,0.005593884020137983,9606,Homo sapiens,"TP53","","R-HSA-8852354;R-HSA-8852337;R-HSA-8852351"
R-HSA-168898,"Toll-like Receptor Cascades",1,210,0.012922281705741185,0.3489797448803472,0.3489797448803472,2,217,0.01348747591522158,9606,Homo sapiens,"TP53","","R-HSA-9749487;R-HSA-9749464"
R-HSA-5693532,"DNA Double-Strand Break Repair",1,210,0.012922281705741185,0.3489797448803472,0.3489797448803472,1,124,0.007707129094412331,9606,Homo sapiens,"TP53","","R-HSA-5693609"
R-HSA-1630316,"Glycosaminoglycan metabolism",1,212,0.013045351055319673,0.3516530029152617,0.3516530029152617,3,98,0.006091118155261359,9606,Homo sapiens,"CD44","","R-HSA-2160915;R-HSA-2160884;R-HSA-2160892"
R-HSA-9609690,"HCMV Early Events",1,215,0.013229955079687404,0.35564294197788515,0.35564294197788515,4,12,7.458512026850643E-4,9606,Homo sapiens,"EGFR","","R-HSA-9610867;R-HSA-9611158;R-HSA-9611147;R-HSA-9609689"
R-HSA-389948,"Co-inhibition by PD-1",1,219,0.01347609377884438,0.36092583972275616,0.36092583972275616,2,61,0.0037914102803157435,9606,Homo sapiens,"STAT3","","R-HSA-9909623;R-HSA-9909609"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",2,634,0.039012983816380534,0.3707297402727392,0.3707297402727392,91,759,0.04717508856983032,9606,Homo sapiens,"STAT3;EGFR","","R-HSA-177922;R-HSA-1250195;R-HSA-9701524;R-HSA-177923;R-HSA-9701525;R-HSA-8848005;R-HSA-6785636;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177925;R-HSA-177930;R-HSA-183051;R-HSA-9701534;R-HSA-177934;R-HSA-1250463;R-HSA-177935;R-HSA-183055;R-HSA-9701529;R-HSA-177933;R-HSA-9701531;R-HSA-177938;R-HSA-183058;R-HSA-177939;R-HSA-177936;R-HSA-177937;R-HSA-177942;R-HSA-177943;R-HSA-177941;R-HSA-6785648;R-HSA-9851407;R-HSA-183067;R-HSA-177944;R-HSA-8864029;R-HSA-177945;R-HSA-1963581;R-HSA-9701556;R-HSA-9701557;R-HSA-183072;R-HSA-1963582;R-HSA-9851058;R-HSA-1250486;R-HSA-1963578;R-HSA-9701565;R-HSA-1470012;R-HSA-1250488;R-HSA-1470010;R-HSA-183084;R-HSA-8875817;R-HSA-9701562;R-HSA-1470009;R-HSA-8875816;R-HSA-9674531;R-HSA-183089;R-HSA-9701537;R-HSA-1963563;R-HSA-9701548;R-HSA-9701549;R-HSA-8863804;R-HSA-182969;R-HSA-1306963;R-HSA-1251922;R-HSA-1306965;R-HSA-182986;R-HSA-8951490;R-HSA-2730595;R-HSA-182990;R-HSA-2730599;R-HSA-198732;R-HSA-182994;R-HSA-1250498;R-HSA-182993;R-HSA-9701569;R-HSA-1963589;R-HSA-183002;R-HSA-1306957;R-HSA-1963586;R-HSA-8867047;R-HSA-212706;R-HSA-8867044;R-HSA-212710;R-HSA-1433456;R-HSA-8867041;R-HSA-212713;R-HSA-380782;R-HSA-8864105;R-HSA-1977959;R-HSA-8864125;R-HSA-1251944;R-HSA-8847995;R-HSA-183036"
R-HSA-112314,"Neurotransmitter receptors and postsynaptic signal transmission",1,232,0.014276044551104547,0.37780679257677274,0.37780679257677274,8,110,0.006836969357946423,9606,Homo sapiens,"GRIA2","","R-HSA-438037;R-HSA-432162;R-HSA-421007;R-HSA-416639;R-HSA-399711;R-HSA-420975;R-HSA-9618750;R-HSA-416985"
R-HSA-8939211,"ESR-mediated signaling",1,257,0.01581441142083564,0.40906318737713043,0.40906318737713043,3,114,0.007085586425508111,9606,Homo sapiens,"EGFR","","R-HSA-9625482;R-HSA-9625465;R-HSA-9625487"
R-HSA-202733,"Cell surface interactions at the vascular wall",1,257,0.01581441142083564,0.40906318737713043,0.40906318737713043,1,65,0.004040027347877432,9606,Homo sapiens,"CD44","","R-HSA-2870221"
R-HSA-418990,"Adherens junctions interactions",1,267,0.01642975816872808,0.42113464354997066,0.42113464354997066,5,164,0.010193299770029212,9606,Homo sapiens,"STAT3","","R-HSA-9958871;R-HSA-9958878;R-HSA-9958877;R-HSA-2730595;R-HSA-2730599"
R-HSA-9609646,"HCMV Infection",1,270,0.01661436219309581,0.42470921239890225,0.42470921239890225,4,31,0.0019267822736030828,9606,Homo sapiens,"EGFR","","R-HSA-9610867;R-HSA-9611158;R-HSA-9611147;R-HSA-9609689"
R-HSA-388841,"Regulation of T cell activation by CD28 family",1,276,0.01698357024183127,0.4317942486999037,0.4317942486999037,2,91,0.005656038287028405,9606,Homo sapiens,"STAT3","","R-HSA-9909623;R-HSA-9909609"
R-HSA-69620,"Cell Cycle Checkpoints",1,278,0.017106639591409758,0.4341370691156883,0.4341370691156883,14,63,0.003915718814096587,9606,Homo sapiens,"TP53","","R-HSA-6803719;R-HSA-5633460;R-HSA-6799332;R-HSA-8852354;R-HSA-6804879;R-HSA-6799246;R-HSA-6793685;R-HSA-69685;R-HSA-8852337;R-HSA-264435;R-HSA-8852351;R-HSA-6803388;R-HSA-6803801;R-HSA-5693609"
R-HSA-1640170,"Cell Cycle",2,729,0.044858777921358686,0.4392780358872759,0.4392780358872759,18,474,0.02946112250606004,9606,Homo sapiens,"ATRX;TP53","","R-HSA-6803719;R-HSA-5633460;R-HSA-6799332;R-HSA-8852354;R-HSA-9670101;R-HSA-6804879;R-HSA-6799246;R-HSA-9670114;R-HSA-6793685;R-HSA-69685;R-HSA-8852337;R-HSA-9670149;R-HSA-264435;R-HSA-8852351;R-HSA-6803388;R-HSA-6803801;R-HSA-5693609;R-HSA-9007926"
R-HSA-416476,"G alpha (q) signalling events",1,284,0.01747584764014522,0.4411094653617478,0.4411094653617478,3,35,0.002175399341164771,9606,Homo sapiens,"EGFR","","R-HSA-2179415;R-HSA-2179387;R-HSA-2179407"
R-HSA-1643685,"Disease",7,3093,0.19032674912313088,0.44311914805446817,0.44311914805446817,118,2176,0.13524768475355833,9606,Homo sapiens,"IDH1;ATRX;STAT3;NF1;PTEN;TP53;EGFR","","R-HSA-1218833;R-HSA-9611158;R-HSA-9664918;R-HSA-1226014;R-HSA-1226012;R-HSA-1220610;R-HSA-9665411;R-HSA-1248002;R-HSA-1220611;R-HSA-9665410;R-HSA-9665409;R-HSA-9665408;R-HSA-1220614;R-HSA-9665415;R-HSA-1220612;R-HSA-9665413;R-HSA-1220613;R-HSA-9611147;R-HSA-9665417;R-HSA-9665416;R-HSA-1169421;R-HSA-9851062;R-HSA-9664950;R-HSA-9701810;R-HSA-9851071;R-HSA-2400009;R-HSA-9851064;R-HSA-9665699;R-HSA-9665698;R-HSA-9665697;R-HSA-1226016;R-HSA-9665701;R-HSA-9664933;R-HSA-9665700;R-HSA-9665707;R-HSA-9665706;R-HSA-9725357;R-HSA-9665705;R-HSA-9665704;R-HSA-9665709;R-HSA-9664940;R-HSA-9712085;R-HSA-9664976;R-HSA-9664983;R-HSA-9670619;R-HSA-9609689;R-HSA-9664991;R-HSA-9672159;R-HSA-9670620;R-HSA-9851076;R-HSA-9851077;R-HSA-9851072;R-HSA-9712079;R-HSA-9665009;R-HSA-9672176;R-HSA-9851122;R-HSA-9851123;R-HSA-2317387;R-HSA-9851133;R-HSA-1247842;R-HSA-1247841;R-HSA-9851109;R-HSA-9851106;R-HSA-9851104;R-HSA-1247844;R-HSA-9851118;R-HSA-9665000;R-HSA-9851117;R-HSA-9670417;R-HSA-9670416;R-HSA-9670426;R-HSA-9851142;R-HSA-9851139;R-HSA-9723906;R-HSA-9851137;R-HSA-9665034;R-HSA-9665032;R-HSA-1248655;R-HSA-9670412;R-HSA-9664567;R-HSA-5638137;R-HSA-9837625;R-HSA-1248677;R-HSA-880053;R-HSA-1225947;R-HSA-1225950;R-HSA-1225951;R-HSA-1225949;R-HSA-5637766;R-HSA-5637764;R-HSA-5637765;R-HSA-9850958;R-HSA-1888198;R-HSA-5637770;R-HSA-9664588;R-HSA-9610867;R-HSA-5637808;R-HSA-1225978;R-HSA-1247999;R-HSA-9665407;R-HSA-9665406;R-HSA-9665404;R-HSA-5637798;R-HSA-5637796;R-HSA-1225952;R-HSA-6802837;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-1225956;R-HSA-1225957;R-HSA-5637806;R-HSA-1225960;R-HSA-1225961;R-HSA-5637800;R-HSA-9665389;R-HSA-5637801;R-HSA-9665388"
R-HSA-421270,"Cell-cell junction organization",1,300,0.018460402436773122,0.4592977011946353,0.4592977011946353,5,169,0.010504071104481323,9606,Homo sapiens,"STAT3","","R-HSA-9958871;R-HSA-9958878;R-HSA-9958877;R-HSA-2730595;R-HSA-2730599"
R-HSA-1280218,"Adaptive Immune System",3,1237,0.0761183927142945,0.46440335072623196,0.46440335072623196,8,361,0.022437690347442352,9606,Homo sapiens,"STAT3;PTEN;TP53","","R-HSA-9909623;R-HSA-9946710;R-HSA-199456;R-HSA-9946883;R-HSA-9946750;R-HSA-9942221;R-HSA-9942461;R-HSA-9909609"
R-HSA-1483257,"Phospholipid metabolism",1,315,0.01938342255861178,0.4758270377803028,0.4758270377803028,2,218,0.013549630182112003,9606,Homo sapiens,"PTEN","","R-HSA-199456;R-HSA-1676149"
R-HSA-195721,"Signaling by WNT",1,320,0.019691095932557995,0.48122712335489337,0.48122712335489337,1,157,0.009758219901796258,9606,Homo sapiens,"SOX2","","R-HSA-5626938"
R-HSA-388396,"GPCR downstream signalling",2,795,0.04892006645744877,0.48464461025118666,0.48464461025118666,4,175,0.010876996705823854,9606,Homo sapiens,"OBSCN;EGFR","","R-HSA-2179415;R-HSA-419166;R-HSA-2179387;R-HSA-2179407"
R-HSA-446728,"Cell junction organization",1,327,0.0201218386560827,0.4886967020508014,0.4886967020508014,5,185,0.011498539374728075,9606,Homo sapiens,"STAT3","","R-HSA-9958871;R-HSA-9958878;R-HSA-9958877;R-HSA-2730595;R-HSA-2730599"
R-HSA-109582,"Hemostasis",2,821,0.05051996800196911,0.5019298091103113,0.5019298091103113,2,366,0.022748461681894462,9606,Homo sapiens,"TP53;CD44","","R-HSA-2870221;R-HSA-992696"
R-HSA-112315,"Transmission across Chemical Synapses",1,343,0.021106393452710603,0.5053804975638647,0.5053804975638647,8,167,0.010379762570700479,9606,Homo sapiens,"GRIA2","","R-HSA-438037;R-HSA-432162;R-HSA-421007;R-HSA-416639;R-HSA-399711;R-HSA-420975;R-HSA-9618750;R-HSA-416985"
R-HSA-1474244,"Extracellular matrix organization",1,351,0.021598670851024553,0.5135232125638596,0.5135232125638596,2,330,0.02051090807383927,9606,Homo sapiens,"CD44","","R-HSA-1454791;R-HSA-2752115"
R-HSA-1428517,"Aerobic respiration and respiratory electron transport",1,361,0.022214017598916988,0.5235189559152262,0.5235189559152262,1,117,0.007272049226179377,9606,Homo sapiens,"IDH1","","R-HSA-70967"
R-HSA-1500931,"Cell-Cell communication",1,365,0.022460156298073963,0.5274612360873798,0.5274612360873798,5,208,0.012928087513207781,9606,Homo sapiens,"STAT3","","R-HSA-9958871;R-HSA-9958878;R-HSA-9958877;R-HSA-2730595;R-HSA-2730599"
R-HSA-372790,"Signaling by GPCR",2,878,0.054027444464956005,0.5385790217902224,0.5385790217902224,4,394,0.024488781154826278,9606,Homo sapiens,"OBSCN;EGFR","","R-HSA-2179415;R-HSA-419166;R-HSA-2179387;R-HSA-2179407"
R-HSA-196854,"Metabolism of vitamins and cofactors",1,379,0.023321641745123377,0.5410116857723491,0.5410116857723491,2,213,0.013238858847659891,9606,Homo sapiens,"IDH1","","R-HSA-389540;R-HSA-389550"
R-HSA-9006931,"Signaling by Nuclear Receptors",1,383,0.023567780444280352,0.544813525001435,0.544813525001435,3,195,0.012120082043632295,9606,Homo sapiens,"EGFR","","R-HSA-9625482;R-HSA-9625465;R-HSA-9625487"
R-HSA-73894,"DNA Repair",1,414,0.025475355362746907,0.573260079811437,0.573260079811437,1,350,0.021753993411647708,9606,Homo sapiens,"TP53","","R-HSA-5693609"
R-HSA-9012999,"RHO GTPase cycle",1,460,0.02830595040305212,0.6123186343735258,0.6123186343735258,2,91,0.005656038287028405,9606,Homo sapiens,"OBSCN","","R-HSA-9018747;R-HSA-8980691"
R-HSA-5668914,"Diseases of metabolism",1,461,0.028367485077841363,0.6131279897488955,0.6131279897488955,1,209,0.012990241780098204,9606,Homo sapiens,"IDH1","","R-HSA-880053"
R-HSA-71387,"Metabolism of carbohydrates and carbohydrate derivatives",1,477,0.029352039874469264,0.6258570001652584,0.6258570001652584,3,244,0.015165641121262974,9606,Homo sapiens,"CD44","","R-HSA-2160915;R-HSA-2160884;R-HSA-2160892"
R-HSA-422475,"Axon guidance",1,566,0.034828625930711954,0.6895824406308689,0.6895824406308689,1,295,0.018335508732674498,9606,Homo sapiens,"EGFR","","R-HSA-445069"
R-HSA-69278,"Cell Cycle, Mitotic",1,587,0.03612085410128608,0.7030076402740146,0.7030076402740146,3,367,0.022810615948784883,9606,Homo sapiens,"TP53","","R-HSA-8852354;R-HSA-8852337;R-HSA-8852351"
R-HSA-9675108,"Nervous system development",1,603,0.03710540889791397,0.7128567209613357,0.7128567209613357,1,322,0.020013673938715892,9606,Homo sapiens,"EGFR","","R-HSA-445069"
R-HSA-71291,"Metabolism of amino acids and derivatives",1,661,0.04067442003569011,0.7459736189735732,0.7459736189735732,6,302,0.018770588600907454,9606,Homo sapiens,"TP53","","R-HSA-9959863;R-HSA-9959860;R-HSA-9959874;R-HSA-9959857;R-HSA-9959871;R-HSA-9959881"
R-HSA-199991,"Membrane Trafficking",1,669,0.041166697434004064,0.7502401526399662,0.7502401526399662,16,219,0.013611784449002424,9606,Homo sapiens,"EGFR","","R-HSA-8868071;R-HSA-8866279;R-HSA-8868230;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8871194;R-HSA-8871193"
R-HSA-194315,"Signaling by Rho GTPases",1,708,0.04356654975078457,0.7700640004995136,0.7700640004995136,2,203,0.012617316178755672,9606,Homo sapiens,"OBSCN","","R-HSA-9018747;R-HSA-8980691"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",1,724,0.044551104547412464,0.7777476974317464,0.7777476974317464,2,212,0.01317670458076947,9606,Homo sapiens,"OBSCN","","R-HSA-9018747;R-HSA-8980691"
R-HSA-5653656,"Vesicle-mediated transport",1,833,0.05125838409944004,0.823850106910607,0.823850106910607,16,254,0.015787183790167195,9606,Homo sapiens,"EGFR","","R-HSA-8868071;R-HSA-8866279;R-HSA-8868230;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8871194;R-HSA-8871193"
R-HSA-597592,"Post-translational protein modification",2,1676,0.1031321149467725,0.8679304828164998,0.8679304828164998,5,605,0.03760333146870533,9606,Homo sapiens,"PTEN;TP53","","R-HSA-5689973;R-HSA-2997706;R-HSA-5689950;R-HSA-5690843;R-HSA-8873946"
R-HSA-392499,"Metabolism of proteins",3,2427,0.14934465571349456,0.8891129071663879,0.8891129071663879,6,928,0.05767915967431164,9606,Homo sapiens,"STAT3;PTEN;TP53","","R-HSA-390470;R-HSA-5689973;R-HSA-2997706;R-HSA-5689950;R-HSA-5690843;R-HSA-8873946"
R-HSA-1430728,"Metabolism",5,3781,0.23266260537813058,0.9107128429481091,0.9107128429481091,15,2380,0.14792715519920444,9606,Homo sapiens,"IDH1;PTEN;TP53;CD44","","R-HSA-9959863;R-HSA-389540;R-HSA-9959860;R-HSA-199456;R-HSA-9959857;R-HSA-9959871;R-HSA-389550;R-HSA-1676149;R-HSA-2160915;R-HSA-2160884;R-HSA-9959874;R-HSA-70967;R-HSA-1855205;R-HSA-2160892;R-HSA-9959881"
R-HSA-9824446,"Viral Infection Pathways",1,1407,0.08657928742846593,0.9496339111581075,0.9496339111581075,5,899,0.055876685934489405,9606,Homo sapiens,"EGFR","","R-HSA-9610867;R-HSA-9611158;R-HSA-9611147;R-HSA-9609689;R-HSA-9837625"
R-HSA-556833,"Metabolism of lipids",1,1502,0.0924250815334441,0.9592505252274173,0.9592505252274173,2,987,0.061346261420846544,9606,Homo sapiens,"PTEN","","R-HSA-199456;R-HSA-1676149"
R-HSA-5663205,"Infectious disease",1,1965,0.12091563596086395,0.9857764392865982,0.9857764392865982,5,1227,0.07626328547454783,9606,Homo sapiens,"EGFR","","R-HSA-9610867;R-HSA-9611158;R-HSA-9611147;R-HSA-9609689;R-HSA-9837625"
